username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
5everluv5sos;23/06/2016 10:17;0;1;Fun fact: In 7th grade I was diagnosed with bipolar depression and an anxiety disorder but I always try to see the positive side of things.;;;;7.46E+17;https://twitter.com/5everluv5sos/status/745802881719275520
lost_frommyself;23/06/2016 03:52;1;8;I was 11 when I was first diagnosed with bipolar and depression. It has progressed through life and I am now.51;;;;7.46E+17;https://twitter.com/lost_frommyself/status/745705929606238208
CrusaderClarity;23/06/2016 01:55;0;3;Recently, I was diagnosed with Bipolar Disorder, and while mental health doesn't define me, it impacts my every move, every day.;;;;7.46E+17;https://twitter.com/CrusaderClarity/status/745676701565394944
SaraAldebe;21/06/2016 16:07;0;0;I had it before I was diagnosed with depression / bipolar disorder so I'm sure it's filled with depressing things lol;;;;7.45E+17;https://twitter.com/SaraAldebe/status/745166247289991173
CBM_Records;21/06/2016 04:00;1;1;When I was diagnosed with bipolar disorder, my life changed. It really showed me who my friends URL instagram.com/p/BG45EgPg_VH/;;;;7.45E+17;https://twitter.com/CBM_Records/status/744983354546741249
mogotecoyote83;18/06/2016 22:48;0;0;Recently I was diagnosed with bipolar disorder. They did tell me it was provisional. Still my heart hurts because I've suffered too long.;Alamosa, CO;;;7.44E+17;https://twitter.com/mogotecoyote83/status/744179913511473152
AnitaLemonparty;18/06/2016 03:45;0;0;Hello, my name is Brian Kleinmeyer. In the fall of 2010, I was diagnosed with Bipolar Disorder and Post Traumatic... http:// fb.me/4uTybWSiJ;;;;7.44E+17;https://twitter.com/AnitaLemonparty/status/743892403161989120
IsMalkyDead;17/06/2016 15:32;0;0;I just published At the tender age of 19 I was diagnosed with Bipolar Disorder. https:// medium.com/@IsMalkyDead/a t-the-tender-age-of-19-i-was-diagnosed-with-bipolar-disorder-e5830d69b5d3#.idoh11ju3 ;;@IsMalkyDead;#;7.44E+17;https://twitter.com/IsMalkyDead/status/743707893178867712
wraithchild;17/06/2016 05:22;0;2;@DaveLoughran Plus I was diagnosed with having Bipolar Disorder, and I don't hate people or go around killing people.;;@DaveLoughran;;7.44E+17;https://twitter.com/wraithchild/status/743554330381324288
IsMalkyDead;17/06/2016 02:46;0;0;I just published At the tender age of 19 I was diagnosed with Bipolar Disorder. https:// medium.com/@IsMalkyDead/a t-the-tender-age-of-19-i-was-diagnosed-with-bipolar-disorder-e5830d69b5d3#.vhvzw4jqw ;;@IsMalkyDead;#;7.44E+17;https://twitter.com/IsMalkyDead/status/743515030751182849
stpdjaden;17/06/2016 02:27;0;1;@chimerafflesia I wrote this just before I was diagnosed with bipolar lmao;;@chimerafflesia;;7.44E+17;https://twitter.com/stpdjaden/status/743510333524848640
Jesse_Invictus;16/06/2016 00:31;0;0;@ajplus I am a bipolar bear. That made me cry cuz after coming home from my last deployment I was diagnosed with bipolar & it's a fight;;@ajplus;;7.43E+17;https://twitter.com/Jesse_Invictus/status/743118690774745088
highhwarlock;15/06/2016 23:48;0;0;+ this literally proves how much she listens I've been diagnosed with bipolar since I was 13;;;;7.43E+17;https://twitter.com/highhwarlock/status/743107837925195780
Nicki_Jayee;14/06/2016 11:22;0;2;@Nicki_Jayee two years ago i was diagnosed with a mood disorder that might progress to being bipolar when im older. I hate hearing jokes.;;@Nicki_Jayee;;7.43E+17;https://twitter.com/Nicki_Jayee/status/742557908714430464
shiku___;14/06/2016 04:20;0;5;I was diagnosed with bipolar disorder a few months back.;;;;7.42E+17;https://twitter.com/shiku___/status/742451718344974336
rozordie;14/06/2016 04:13;1;1;Year three I was diagnosed with bipolar . I always had regrets and what if thoughts. Life happens. It's no fairy tale;;;;7.42E+17;https://twitter.com/rozordie/status/742449909970948096
Donna19221939;12/06/2016 07:43;1;2;I use to think that then I was diagnosed with bipolar , by their words I knew what they're thinking.... Superiority https:// twitter.com/fbabouche/stat us/741772592604979201 ;;;;7.42E+17;https://twitter.com/Donna19221939/status/741777906460827650
bipolarmom85;10/06/2016 09:19;0;0;As soon as I was diagnosed with bipolar I was put on meds. Time to see if I can manage on my own. I made it 30 years before! #byefeliciameds;;;#byefeliciameds;7.41E+17;https://twitter.com/bipolarmom85/status/741077395130699776
ghostofclifford;10/06/2016 04:21;0;3;For three weeks, I was in rehab getting help. I was formally diagnosed with depression, bipolar , and anxiety.;;;;7.41E+17;https://twitter.com/ghostofclifford/status/741002316682235904
TamilCulture;08/06/2016 22:05;1;3;At the age of 16, I was diagnosed with bipolar disorder. http:// bit.ly/25yJXgR pic.twitter.com/Hdk9Xy38cP;;;;7.41E+17;https://twitter.com/TamilCulture/status/740545173545844736
ItsTheRealThing;06/06/2016 01:06;0;0;I was recently diagnosed with bipolar disorder and it may be hard for me to find an actual job;;;;7.40E+17;https://twitter.com/ItsTheRealThing/status/739503748507144192
zozo_ed;03/06/2016 19:05;0;2;I was diagnosed with #PTSD this year. It's been a hard journey paired with bipolar , but I am learning more everyday. #PTSDAwarenessMonth;;;#ptsd #ptsdawarenessmonth;7.39E+17;https://twitter.com/zozo_ed/status/738688113875111936
yunggbeaut;03/06/2016 12:52;0;1;Not claiming it but I wouldn't be surprised if I was diagnosed with bipolar disorder;Fort Lauderdale, FL;;;7.39E+17;https://twitter.com/yunggbeaut/status/738594213130948608
CREST_BD;02/06/2016 02:33;3;2; I was diagnosed with bipolar in 2001 & I found that a really important part of my recovery has been doing research http:// ow.ly/Tdn0300OABP;;;;7.38E+17;https://twitter.com/CREST_BD/status/738075928819965953
Bipolar_Bandit;01/06/2016 22:25;1;4;10 Things Ive Learned Since I was diagnosed with Bipolar Disorder by Jake http:// wp.me/p2Ge94-2cz #bipolardisorder;;;#bipolardisorder;7.38E+17;https://twitter.com/Bipolar_Bandit/status/738013606634196992
mauroranallo;01/06/2016 05:22;16;71;I was diagnosed with bipolar affective disorder at 19. Been in and out of hospitals many times but I keep fighting. https:// twitter.com/wwe101news/sta tus/737754752780521472 ;;;;7.38E+17;https://twitter.com/mauroranallo/status/737756191544250368
caughtinTheLife;01/06/2016 01:43;0;3;When I was diagnosed with depression, + bipolar disorder my life felt like complete darkness, & I never imagined it would be any other way;Manhattan, NY;;;7.38E+17;https://twitter.com/caughtinTheLife/status/737701093166157825
DaveWarwick9;01/06/2016 00:45;0;0;@bbccumbriasport blank her too, They cover depression and say thry are caring, when I was diagnosed with bipolar I get blanked and slagged;;@bbccumbriasport;;7.38E+17;https://twitter.com/DaveWarwick9/status/737686541087166464
chichiYAYO__;31/05/2016 13:39;0;0;I was diagnosed with bipolar depression at 14 I never did well with people;Baton Rouge, LA;;;7.38E+17;https://twitter.com/chichiYAYO__/status/737518852783771648
puggle01;30/05/2016 19:18;0;0;@wolfcat we did 6 cycles before I was diagnosed with bipolar . Almost killed me. Literally. No one checked out mental health.;;@wolfcat;;7.37E+17;https://twitter.com/puggle01/status/737241645981130754
LisaNg90;30/05/2016 19:05;0;0;I was lucky to have a supportive manager when I was diagnosed with bipolar , he even research what bipolar was. https:// twitter.com/IntlBipolar/st atus/737073806762758144 ;;;;7.37E+17;https://twitter.com/LisaNg90/status/737238552132476929
MendingGrey;30/05/2016 11:33;0;0;When I was discharged from the hospital my papers said that I was diagnosed with Bipolar 1. I've been diagnosed with every bipolar now lol;;;;7.37E+17;https://twitter.com/MendingGrey/status/737124758576369664
MaxHealthUSA;29/05/2016 20:27;0;0;Bipolar Disorder: A Patients Definition - When I was diagnosed with bipolar disorder in 2003, I knew exactly o... http:// ow.ly/B1iF500NwTu;;;;7.37E+17;https://twitter.com/MaxHealthUSA/status/736896818290757633
HawaiiRecovery;29/05/2016 19:20;0;1;Bipolar Disorder: A Patients Definition: When I was diagnosed with bipolar disorder in 2003, I... http:// bit.ly/1TNwmg4 @PsychCentral;;@PsychCentral;;7.37E+17;https://twitter.com/HawaiiRecovery/status/736879912552792064
mhn247;29/05/2016 19:17;1;2;#bipolar - Bipolar Disorder: A Patients Definition: When I was diagnosed with bipolar disorder in 2003, I kn... http:// bit.ly/1TNwmg4;;;#bipolar;7.37E+17;https://twitter.com/mhn247/status/736879121150574592
nyctherapy;29/05/2016 19:05;0;1;#psychology Bipolar Disorder: A Patients Definition - When I was diagnosed with bipolar disorder in 2003, I kn... http:// ow.ly/yr38500Ns6S;;;#psychology;7.37E+17;https://twitter.com/nyctherapy/status/736876170931777536
uchiakebanashi;29/05/2016 14:35;0;0;When I was first diagnosed with bipolar , I had more medications for anxiety than for depression and mania. I haven't taken any since Moscow;;;;7.37E+17;https://twitter.com/uchiakebanashi/status/736808101936926720
quellfoundation;28/05/2016 04:55;0;0;#LiftTheMask  I was diagnosed with being bipolar one year ago. At first, I kept it to myself. I hardly knew what... http:// fb.me/524XCmJQ6;;;#liftthemask;7.36E+17;https://twitter.com/quellfoundation/status/736299696864514048
McLeanHospital;27/05/2016 21:50;6;14; I was diagnosed with being bipolar one year ago. At first, I kept it to myself. I hardly knew what it meant to... http:// fb.me/8dbQrQUOR;;;;7.36E+17;https://twitter.com/McLeanHospital/status/736192843690180608
philomathspirit;27/05/2016 21:24;0;3;So yeah i just have been diagnosed with bipolar and i was told that im more on the depressive side;;;;7.36E+17;https://twitter.com/philomathspirit/status/736186221462835201
DaddysGirl725;27/05/2016 18:14;0;1;@BipolarHotMess @ourbpfamily I was diagnosed with having bipolar 1... There is no way I have any of the symptoms. Friends and family assume;Cheval, FL;@BipolarHotMess @ourbpfamily;;7.36E+17;https://twitter.com/DaddysGirl725/status/736138402765111296
rose_oliver142;26/05/2016 09:25;0;0;I was diagnosed with depression bipolar PTSD endometriosis herniated disk migraines headaches IBS and more. Now I'm doing great.;;;;7.36E+17;https://twitter.com/rose_oliver142/status/735643103596531712
seemescotland;25/05/2016 23:13;3;5;When I was diagnosed with #bipolar it was a relief more than anything. Read our volunteer John's story URL eveningexpress.co.uk/fp/news/local/ teacher-battling-bipolar-says-diagnosis-a-relief1/ ;;;#bipolar;7.35E+17;https://twitter.com/seemescotland/status/735489093140779009
RedWhiteAndPoor;25/05/2016 14:30;0;1;I was diagnosed with anxiety and depression a long time ago. The dr wasn't specific but I'm pretty sure I have bipolar depression. Haha;;;;7.35E+17;https://twitter.com/RedWhiteAndPoor/status/735357347070148609
ariesg0ddess;25/05/2016 09:37;1;1;I don't think ppl realize I'm bipolar like I was diagnosed with it unlike people claiming it for fun aka 99% of shit with me's inconsistent;;;;7.35E+17;https://twitter.com/ariesg0ddess/status/735283730902700032
shaileshsaigal1;25/05/2016 06:29;0;0;@channingtatum You video with the autistic lady is fantastic. i was diagnosed with Autism/ Bipolar &OCD at age 38 and feelin' it ever since;;@channingtatum;;7.35E+17;https://twitter.com/shaileshsaigal1/status/735236251947786240
ALMentalHealth;25/05/2016 03:30;0;0;When I was 13, I was diagnosed with bipolar disorder. Remembering to take- http:// buff.ly/1TC4jNn #MHM2016 pic.twitter.com/mm9GGN9Q33;;;#mhm2016;7.35E+17;https://twitter.com/ALMentalHealth/status/735191183547355138
marissagtz;24/05/2016 10:59;0;0;I was diagnosed with manic depressive bipolar disorder when I was 18. Who knows how long I was really living with it. Recognize the signs.;;;;7.35E+17;https://twitter.com/marissagtz/status/734941914101886976
BipoIarPlus;24/05/2016 06:05;13;17;Hi, My Name Is Adam J. Gonzales and I Was Diagnosed with Bipolar 1 Disorder  http:// wp.me/p649Pa-40a  #BipoIarUs pic.twitter.com/3T6sYJJ6Gx;;;#bipoiarus;7.35E+17;https://twitter.com/BipoIarPlus/status/734867757741658112
CallMeCult;23/05/2016 07:41;0;2;i was diagnosed with bipolar disorder at 9, fucking 9. some days I'm the happiest, others i just wanna sit in the dark and be left alone;;;;7.35E+17;https://twitter.com/CallMeCult/status/734529688098476036
miniestmini;21/05/2016 11:25;0;1;@1love1struggle I was diagnosed with bipolar by one physiatrist when I was 20. But another disagreed. It's such a struggle wallahi azeem.;;@1love1struggle;;7.34E+17;https://twitter.com/miniestmini/status/733861359377481728
VH1Kae;21/05/2016 02:29;0;0;I was diagnosed with bipolar disorder when I was 14. I'm on my meds going to therapy and doing well.;;;;7.34E+17;https://twitter.com/VH1Kae/status/733726279921438721
NoThisIsAshley;21/05/2016 01:25;0;0;i was diagnosed with bipolar in 2010. the symptoms have been there even longer. i've lost a lot of people before and since.;;;;7.34E+17;https://twitter.com/NoThisIsAshley/status/733710294053203968
CharlesBivona;19/05/2016 10:51;31;0; I was diagnosed with #depression , SEVEN TIMES with depression. ~ @electroboyusa : http:// bit.ly/250feFV via @mentalpod #amwriting #bipolar;;@electroboyusa @mentalpod;#depression #amwriting #bipolar;7.33E+17;https://twitter.com/CharlesBivona/status/733127814413684737
notfamous_;18/05/2016 06:05;0;2;@Kittsad93 I was diagnosed with depression at age 17 and bipolar at 19, and its a lifelong battle to feel normal get tf outta here w ur bs;;@Kittsad93;;7.33E+17;https://twitter.com/notfamous_/status/732693435484766209
rsiereilly;18/05/2016 03:55;0;1;Hey it's #MHAW16 so here's a blogpost I did last summer a few months after I was diagnosed with bipolar disorder http:// rsiereilly.blogspot.co.uk/2015/07/a-seri ous-post-about-bipolar-stuff.html ;;;#mhaw16;7.33E+17;https://twitter.com/rsiereilly/status/732660808929411073
altman_evan;17/05/2016 07:16;0;0;Agree with Dr. Brizuela's answer to  I was diagnosed with a chemical imbalance, bipolar , schizophrenia & I'm taking s... - URL;;;;7.32E+17;https://twitter.com/altman_evan/status/732349051849433089
CunningSmi1e;16/05/2016 18:32;0;0;As I was recently diagnosed with Bipolar I'm really excited about #MentalHealthAwarenessWeek or I'm apathetic, depends when you ask;;;#mentalhealthawarenessweek;7.32E+17;https://twitter.com/CunningSmi1e/status/732156827010498560
DeeJane7;16/05/2016 08:32;0;0;@NicoleArbour I was also diagnosed with bipolar /depression about a year ago.. And I haven't felt like I am worth it or I can do anything;;@NicoleArbour;;7.32E+17;https://twitter.com/DeeJane7/status/732005826819325952
Kanika_1993;16/05/2016 05:55;0;4;I was diagnosed with Bipolar disorder two years ago.;;;;7.32E+17;https://twitter.com/Kanika_1993/status/731966321873686529
victoriarghhh;16/05/2016 00:46;0;0;@MyPerfectSin yeah :( I was diagnosed with bipolar , depression and anxiety 5 years ago. It's still sometimes a struggle;;@MyPerfectSin;;7.32E+17;https://twitter.com/victoriarghhh/status/731888618176954368
TallaTrialogue;15/05/2016 04:47;0;1;I was 11 or 12 when my mom had me diagnosed with bipolar disorder. Im not sure of the precipitating factors to... http:// fb.me/2j8dPCII3;;;;7.32E+17;https://twitter.com/TallaTrialogue/status/731586852600336386
raymarphotograp;15/05/2016 01:45;0;0;@mschufAUS no, I was diagnosed with bipolar just over a year ago, the sleepers are to help me sleep lol;;@mschufAUS;;7.32E+17;https://twitter.com/raymarphotograp/status/731541000233963520
SimplySherryl;15/05/2016 01:18;0;1;Infographic: Bipolar Disorder: I was diagnosed with Bipolar Disorder in 1995 but I could have told you many ... http:// ln.is/www.womanlywom an.com/b9ljI ;;;;7.32E+17;https://twitter.com/SimplySherryl/status/731534104634724352
Bipolar_Bandit;14/05/2016 23:25;1;4;10 Things Ive Learned Since I was diagnosed with Bipolar Disorder by Jake http:// wp.me/p2Ge94-2cz #bipolardisorder;;;#bipolardisorder;7.32E+17;https://twitter.com/Bipolar_Bandit/status/731505662199537664
808s_n_cupcakes;14/05/2016 19:35;0;2;When I first started therapy I went in believing I was bipolar . I was diagnosed with PTSD my first visit.;;;;7.31E+17;https://twitter.com/808s_n_cupcakes/status/731447719764467712
BaumG76;13/05/2016 18:33;0;1;@TWLOHA Yesterday, I was diagnosed with bipolar http:// disorder.Today , my healing begins. pic.twitter.com/jwpLKurevU;;@TWLOHA;;7.31E+17;https://twitter.com/BaumG76/status/731069938736238592
virgoBipolar;12/05/2016 09:26;0;0;@sofiecandy i was diagnosed with bipolar . but i have the BPD trait. small. not material enuff.;;@sofiecandy;;7.31E+17;https://twitter.com/virgoBipolar/status/730569683326226433
bela099;12/05/2016 00:08;0;0;Guest Post: 10 Things I've Learned Since I was diagnosed with Bipolar Disorder by Jake https:// bipolarbandit.wordpress.com/2016/05/06/gue st-post-10-things-ive-learned-since-i-was-diagnosed-with-bipolar-disorder-by-jake/  via @wordpressdotcom;;@wordpressdotcom;;7.30E+17;https://twitter.com/bela099/status/730429425095979009
LauraAnne03;11/05/2016 20:26;0;0;"@loosewomen @KerryKatona7 My situation was the same; struggled extremely bad before I was diagnosed with bipolar . Everyday is a challenge";;@loosewomen @KerryKatona7;;7.30E+17;https://twitter.com/LauraAnne03/status/730373431427010563
angheids;11/05/2016 14:23;0;1;awk moment when i tweeted about being afraid I might be bipolar , and then a couple weeks later I was diagnosed with it. my life :');;;;7.30E+17;https://twitter.com/angheids/status/730282248117817344
lambeasts;11/05/2016 09:32;0;1;i was diagnosed with PTSD BPD major depressive disorder anxiety disorder and there is a chance of bipolar disorder pic.twitter.com/eqHCL9VDGI;;;;7.30E+17;https://twitter.com/lambeasts/status/730208910481756160
dontrunbabygirl;11/05/2016 09:20;1;1;I have been diagnosed with depression and PTSD. I thought I was bipolar but tests came back negative. #sexabusechat;;;#sexabusechat;7.30E+17;https://twitter.com/dontrunbabygirl/status/730205932328624132
everydreamday;11/05/2016 05:31;0;0;Yes I am thank you, I think it was because I hadn't been diagnosed with bipolar yet so I was all over the place. https:// twitter.com/cliffordofmalu m/status/730142777082818560 ;;;;7.30E+17;https://twitter.com/everydreamday/status/730148209117532160
thelife;11/05/2016 03:21;0;0;In 2007, I was diagnosed with bipolar disorder. I havent looked at myself the same way since then. http:// buff.ly/1NomgzN #LivetheLife;;;#livethelife;7.30E+17;https://twitter.com/thelife/status/730115474483195904
loljustforkicks;10/05/2016 02:51;0;1;@TheSocialCTV I was diagnosed with #bipolar 2.5 years ago I'm not staying silent anymore #awareness;;@TheSocialCTV;#bipolar #awareness;7.30E+17;https://twitter.com/loljustforkicks/status/729745538762059776
jaklumen;10/05/2016 01:21;0;2;@AthenaMoberg @phoenixkelly72 I was initially diagnosed with ADD, until a later p-doc changed it to #Bipolar type II #csaqt;;@AthenaMoberg @phoenixkelly72;#bipolar #csaqt;7.30E+17;https://twitter.com/jaklumen/status/729722885305192448
BellofioreMark;09/05/2016 09:40;0;0;When I was diagnosed with bipolar disorder the year I turned 50, it was cer... #JanePauley #quotation https:// openquotes.github.io/authors/jane-p auley-quotes/#679ce915 ;;;#janepauley #quotation #679ce915;7.29E+17;https://twitter.com/BellofioreMark/status/729486127493726208
Bipolar_Bandit;08/05/2016 20:25;3;2;10 Things Ive Learned Since I was diagnosed with Bipolar Disorder by Jake http:// wp.me/p2Ge94-2cz #bipolardisorder;;;#bipolardisorder;7.29E+17;https://twitter.com/Bipolar_Bandit/status/729286012984279041
fulufflebot;08/05/2016 18:34;0;0;@dckyvngsco yes yes i was diagnosed with bipolar disorder and depression as well aaaa i'm in a v similar situation as you bub, but please;;@dckyvngsco;;7.29E+17;https://twitter.com/fulufflebot/status/729258231063699456
mallory_spry;08/05/2016 16:39;0;0;See, I was diagnosed with ADD and Bipolar disorder when I was 21, and I have taken these and used them to my advantages in life.;;;;7.29E+17;https://twitter.com/mallory_spry/status/729229227594145792
CierraSiovhan;08/05/2016 13:52;0;0;@LauraPopaa I was reading up about it (it was on the news in her city) and she was diagnosed with schizophrenia and bipolar disorder!;;@LauraPopaa;;7.29E+17;https://twitter.com/CierraSiovhan/status/729187283535007744
Yingyoungin;08/05/2016 04:56;0;0;I was diagnosed with bipolar disorder and I didn't even know till two weeks ago.;;;;7.29E+17;https://twitter.com/Yingyoungin/status/729052394730967040
Anti_Sleaze;08/05/2016 01:46;0;0;I was diagnosed with bipolar lol i never knew it was that serious;;;;7.29E+17;https://twitter.com/Anti_Sleaze/status/729004556546281476
_danielsantiago;07/05/2016 11:21;0;0;Is it wrong that I was diagnosed with severe depression & bipolar -ness? Lmao;;;;7.29E+17;https://twitter.com/_danielsantiago/status/728786845379624960
GleeWarriorx;07/05/2016 08:42;1;2;I was just diagnosed with bipolar about 2 weeks ago and it was scary to hear but now I know & I can work on myself. pic.twitter.com/GRgc5DZXzz;;;;7.29E+17;https://twitter.com/GleeWarriorx/status/728746819065384961
Bipolar_Bandit;07/05/2016 08:25;2;2;10 Things Ive Learned Since I was diagnosed with Bipolar Disorder by Jake #bipolar disorder;;;#bipolar;7.29E+17;https://twitter.com/Bipolar_Bandit/status/728742426819612673
Bipolar_Blogs;07/05/2016 00:05;3;5;Bipolar Bandit: Guest Post: 10 Things Ive Learned Since I was diagnosed with Bipolar Disord... http:// bit.ly/1rypjv0 #bipolardisorder;;;#bipolardisorder;7.29E+17;https://twitter.com/Bipolar_Blogs/status/728616645837520896
Bipolar_Bandit;06/05/2016 22:10;2;2;10 Things I've Learned Since I was diagnosed with Bipolar Disorder by Jake http:// wp.me/p2Ge94-2cz http:// fb.me/5umP63hEt;;;;7.29E+17;https://twitter.com/Bipolar_Bandit/status/728587658587475968
nikka_mone;06/05/2016 14:56;0;0;And I thought I was diagnosed with a bipolar disorder!!!! He needs to be evaluated!!! Let's Be Clear!!!;;;;7.28E+17;https://twitter.com/nikka_mone/status/728478542598705152
hellobipolar;05/05/2016 20:50;0;1;@Lola_MCelle @BipolarBlogger no, I was diagnosed with bipolar right away, after a manic episode;;@Lola_MCelle @BipolarBlogger;;7.28E+17;https://twitter.com/hellobipolar/status/728205343243800576
Lesism;05/05/2016 20:17;0;2;@WentworthMiller I was diagnosed with bipolar after my brother and Mum died and I had a massive breakdown. Thought I'd kill myself.;;@WentworthMiller;;7.28E+17;https://twitter.com/Lesism/status/728196951930486784
martina32662662;05/05/2016 18:58;0;0;When I was diagnosed with bipolar disorder the year I turned 50, it was cer... #JanePauley #aphorism https:// openquotes.github.io/authors/jane-p auley-quotes/#679ce915 ;;;#janepauley #aphorism #679ce915;7.28E+17;https://twitter.com/martina32662662/status/728176984413573120
queenoftherodeo;05/05/2016 17:21;0;2;oh hey, it's officially 3 years that i've been on my mood stabilizers and since i was diagnosed with bipolar disorder.;;;;7.28E+17;https://twitter.com/queenoftherodeo/status/728152605617065985
GleeWarriorx;05/05/2016 15:33;0;0;@ddlovato I was diagnosed with bipolar last week. Its scary but I just think of your battle of it & I realize if you can fight then so can I;;@ddlovato;;7.28E+17;https://twitter.com/GleeWarriorx/status/728125529933549568
autumnrainwish;05/05/2016 14:03;6;4;I was not on streets. I read the news and it depressed me more. That was the year, I was diagnosed with Bipolar . https:// twitter.com/1981_jain/stat us/728102507856023553 ;;;;7.28E+17;https://twitter.com/autumnrainwish/status/728102916154785792
emmaftdean;05/05/2016 07:57;1;1;@DemiNickEmma 1) I was diagnosed with bipolar disorder in 2013 and depression in 2011;Niagara Falls, NY;@DemiNickEmma;;7.28E+17;https://twitter.com/emmaftdean/status/728010775382642688
benjohnsick;05/05/2016 00:23;0;0;i need the internet to decide if I'm depressed or in a good mood today and I just realized why I was diagnosed with bipolar disorder;;;;7.28E+17;https://twitter.com/benjohnsick/status/727896391406768133
ewtori_;04/05/2016 15:19;0;0;@SnowfieTweets cool I was diagnosed with clinical depression and anxiety and bipolar disorder when I was 8. Now let me know when you're done;;@SnowfieTweets;;7.28E+17;https://twitter.com/ewtori_/status/727759519565099008
mjhain29;04/05/2016 09:09;0;1;@myselfandhealth this is so true! I was just recently diagnosed with bipolar affective disorder it's good to know I'm not alone.;;@myselfandhealth;;7.28E+17;https://twitter.com/mjhain29/status/727666541391568896
Out_going381;04/05/2016 05:24;0;0;I was diagnosed with bipolar disorder condition, bipolar disorder condition is a degenerative brain disease.;;;;7.28E+17;https://twitter.com/Out_going381/status/727609825681616896
loljustforkicks;04/05/2016 03:15;0;0;@ColitisNinja @AaronBlockerIBD @CCFA I was diagnosed with #bipolar 2.5years ago #mind and #body and #soul go hand in hand;;@ColitisNinja @AaronBlockerIBD @CCFA;#bipolar #mind #body #soul;7.28E+17;https://twitter.com/loljustforkicks/status/727577334425886720
LadiesNewsPosts;04/05/2016 00:14;0;1;(Picture: Liberty Antonia Sadler) I was diagnosed with bipolar disorder (type 1) just a couple of months ago.... http:// fb.me/5DG9r869t;;;;7.28E+17;https://twitter.com/LadiesNewsPosts/status/727531794954915840
altman_evan;03/05/2016 05:25;0;0;Agree with Dr. Weixel's answer to  Diagnosed with bpd a year ago whilst i was in ai. Could be bipolar instead or aswe... - URL;;;;7.27E+17;https://twitter.com/altman_evan/status/727247710449848320
Iasagna;01/05/2016 12:19;0;1;@Abraham42086 I didn't say bipolar disorder. I said bipolar . I was diagnosed with bipolar disorder, schizophrenia and psychosis;;@Abraham42086;;7.27E+17;https://twitter.com/Iasagna/status/726627154193162240
kuramanga;01/05/2016 03:55;0;0;I was diagnosed with bipolar type II in my teens, I took an overdose that should have killed me. The NHS nursed me to health #NHSMilion;;;#nhsmilion;7.27E+17;https://twitter.com/kuramanga/status/726500146419236866
footballqueen52;30/04/2016 12:33;0;1;@psychscopeapp @PROJECT375 @BMarshall why it seemed so much more difficult for me to get through the day until I was diagnosed with bipolar;;@psychscopeapp @PROJECT375 @BMarshall;;7.26E+17;https://twitter.com/footballqueen52/status/726268248489074688
altman_evan;30/04/2016 08:36;0;0;Agree with Dr. Foster's answer to  I was diagnosed with bipolar at 15. My father is bipolar .however a dr once said I ... - URL;;;;7.26E+17;https://twitter.com/altman_evan/status/726208639371862017
kori4108;29/04/2016 01:59;0;0;This beautiful plant saved my life... When I was diagnosed with several autoimmune disorders and bipolar ... http:// fb.me/4wll2z01C;;;;7.26E+17;https://twitter.com/kori4108/status/725746314340872192
FingerLicknGod;28/04/2016 15:14;0;1;@FingerLicknGod I had six doctors/shrinks who've prescribed me this shit since I was diagnosed with Bipolar .It's contra-indicated#effexor;;@FingerLicknGod;#effexor;7.26E+17;https://twitter.com/FingerLicknGod/status/725583991504396289
JMKHodges;28/04/2016 05:00;0;0;I don't feel like I have bipolar disorder though I was diagnosed with it a few times;;;;7.25E+17;https://twitter.com/JMKHodges/status/725429404415959040
QuillerJhon;28/04/2016 00:41;0;0;When I was diagnosed with bipolar disorder the year I turned 50, it was cer... #JanePauley #citation https:// openquotes.github.io/authors/jane-p auley-quotes/#679ce915 ;;;#janepauley #citation #679ce915;7.25E+17;https://twitter.com/QuillerJhon/status/725364198356692996
AreReOnna;23/04/2016 23:31;0;0;since 13 I was diagnosed with bipolar disorder im 19 still dealing with it and still taking medicine for it feeling like a zombie;;;;7.24E+17;https://twitter.com/AreReOnna/status/723897099427913728
Jam13Lynn;23/04/2016 02:03;0;0;This song is bitter sweet it came out right around the time I was diagnosed with bipolar . It was like hitting... http:// pdora.co/22TXcSM;;;;7.24E+17;https://twitter.com/Jam13Lynn/status/723572984083042305
PinkNails_NMore;22/04/2016 14:09;0;0;I wouldn't be surprised if I was diagnosed with bipolar disorder , multiple personality disorder and anxiety .;;;;7.23E+17;https://twitter.com/PinkNails_NMore/status/723393376062590976
1992chainz;22/04/2016 11:33;0;1;I was diagnosed with bipolar . I'm 95% sure I have BPD and its ruining my life :-);;;;7.23E+17;https://twitter.com/1992chainz/status/723353966050947072
aska_therapist;22/04/2016 05:00;0;0;Anonymous said: (Part 1) So I was diagnosed with bipolar disorder (they're not sure which type yet) with... https:// tmblr.co/Zxcxhi25MIEGl;;;;7.23E+17;https://twitter.com/aska_therapist/status/723255175138414592
keyagotfans_;21/04/2016 21:14;0;4;9 years old I was diagnosed with bipolar they ain't wanna give me my check so I stop taking my medicine;;;;7.23E+17;https://twitter.com/keyagotfans_/status/723137821406572545
DxpeM_;21/04/2016 09:00;0;0;I was diagnosed with bipolar when I was 11 Seriously. I don't take my medication thou;;;;7.23E+17;https://twitter.com/DxpeM_/status/722953208176353282
Mayy16__;21/04/2016 04:53;1;1;9 years old I was diagnosed with bipolar they ain't wanna give me my so I stop taking my medicine Hol'Up!!;;;;7.23E+17;https://twitter.com/Mayy16__/status/722890883956285440
