username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
virgoBipolar;12/05/2016 09:26;0;0;@sofiecandy i was diagnosed with bipolar. but i have the BPD trait. small. not material enuff.;;@sofiecandy;;7.31E+17;https://twitter.com/virgoBipolar/status/730569683326226433
lambeasts;11/05/2016 09:32;0;1;i was diagnosed with PTSD BPD major depressive disorder anxiety disorder and there is a chance of bipolar disorder pic.twitter.com/eqHCL9VDGI;;;;7.30E+17;https://twitter.com/lambeasts/status/730208910481756160
azurevato;10/05/2016 08:44;0;0;@KatiMorton Today i was diagnosed with BPD , bulimia and depression.;;@KatiMorton;;7.30E+17;https://twitter.com/azurevato/status/729834581176791041
altman_evan;03/05/2016 05:25;0;0;Agree with Dr. Weixel's answer to  Diagnosed with bpd a year ago whilst i was in ai. Could be bipolar instead or aswe... - URL;;;;7.27E+17;https://twitter.com/altman_evan/status/727247710449848320
altman_evan;30/04/2016 08:49;0;0;Agree with Dr. Anissian's answer to Do I have BPD ? I was diagnosed with severe depression and anxiety a few years ba... - URL;;;;7.26E+17;https://twitter.com/altman_evan/status/726211800107081728
altman_evan;30/04/2016 08:49;0;0;Agree with Dr. Foster's answer to Do I have BPD ? I was diagnosed with severe depression and anxiety a few years back... - URL;;;;7.26E+17;https://twitter.com/altman_evan/status/726211799905792000
Yfiv3;28/04/2016 12:00;0;0;URL alternet.org/personal-healt h/myths-and-realities-dating-borderline-personality-disorder  I was diagnosed with BPD back in February. I was always told I was just acting out by my parents.;;;;7.26E+17;https://twitter.com/Yfiv3/status/725535076235251712
thejohngass;27/04/2016 19:05;0;0;@DrJTJohnson I was suddenly diagnosed with BPD when I challenged my consultant psychiatrist regarding his inappropriate gossiping about me;;@DrJTJohnson;;7.25E+17;https://twitter.com/thejohngass/status/725279596875227136
jaydabenoit;26/04/2016 20:46;0;7;BPD - A few weeks ago I was diagnosed with boarder line personality disorder. To kinda briefly explain it... https:// tmblr.co/ZjUQ6j25awIDa;;;;7.25E+17;https://twitter.com/jaydabenoit/status/724942765700845568
sjwyagami;26/04/2016 07:35;0;1;@dearheadlights @jodoras yea !!! do a lot of research !! you can always talk to me, i was self diagnosed with bpd up until --;;@dearheadlights @jodoras;;7.25E+17;https://twitter.com/sjwyagami/status/724743561086902272
1992chainz;22/04/2016 11:33;0;1;I was diagnosed with bipolar. I'm 95% sure I have BPD and its ruining my life :-);;;;7.23E+17;https://twitter.com/1992chainz/status/723353966050947072
lmjprentiss;21/04/2016 19:01;0;0;I was so close to telling my parents I was diagnosed with BPD and I chickened out. I fucking hate this.;;;;7.23E+17;https://twitter.com/lmjprentiss/status/723104399858360320
pochikopearl;19/04/2016 02:39;0;2;apparently i was diagnosed with BPD at 16;;;;7.22E+17;https://twitter.com/pochikopearl/status/722132352848289792
louvry;18/04/2016 12:21;0;0;Ever since I was diagnosed with MDD and BPD I have lost my speech charisma. I frequently stutter, I get anxious, and I just die of shame.;;;;7.22E+17;https://twitter.com/louvry/status/721916556796538880
Rebel_Lashana;17/04/2016 09:40;0;1;@CTVW5 I was diagnosed with BPD 10+ years ago. It's a debilitating mental illness. If I had been helped earlier, I'd have a different life;;@CTVW5;;7.22E+17;https://twitter.com/Rebel_Lashana/status/721513623353487361
jodiealgar;15/04/2016 22:23;1;1;Just opened up in front of my mum for the first time since I was diagnosed with BPD . So many bricks were shat I could build an entire house;;;;7.21E+17;https://twitter.com/jodiealgar/status/720980845943762944
captbeaut;15/04/2016 12:16;0;0;I was 18 when I was diagnosed with bpd . The diagnosis came with mixed feelings.;;;;7.21E+17;https://twitter.com/captbeaut/status/720827991907897344
stigmafighters;13/04/2016 19:15;1;4;I was diagnosed with Borderline Personality Disorder at the age of 25 @Dmultaryk9 http:// bit.ly/1RTF0Ha #BPD;;@Dmultaryk9;#bpd;7.20E+17;https://twitter.com/stigmafighters/status/720208708727402496
jocelyna39;13/04/2016 12:50;0;1;@AngelaArias21 hey want to talk live with me, i was diagnosed with BPD like your lovely sister, i know what she went through angela;;@AngelaArias21;;7.20E+17;https://twitter.com/jocelyna39/status/720111773815349248
pluvilis;11/04/2016 02:43;0;1;@AcaciaBrinley borderline CAN be cured, I was diagnosed with bpd 3 years ago and went through dbt for a year, my symptoms went down from;;@AcaciaBrinley;;7.19E+17;https://twitter.com/pluvilis/status/719234448986935297
STARCHILD0920;05/04/2016 06:41;0;0;@mindytvs let us never forget PATTY DUKE who we lost last week!Her Autobiography CALL ME ANA came out 1 month after I was diagnosed with BPD;;@mindytvs;;7.17E+17;https://twitter.com/STARCHILD0920/status/717119834362806275
KimberleyAStone;31/03/2016 05:34;0;2;Nearly 6 years since i was diagnosed with BPD and my head still can't get around it but what i do know is that i will control it;;;;7.15E+17;https://twitter.com/KimberleyAStone/status/715291223297236992
STARCHILD0920;30/03/2016 06:33;1;1;@electroboyusa @gabehoward29 @Bipolar_Blogs i watched her autobiography in nov 1990 before I was DIAGNOSED with BPD;;@electroboyusa @gabehoward29 @Bipolar_Blogs;;7.15E+17;https://twitter.com/STARCHILD0920/status/714943488144453633
krisiness_;29/03/2016 14:43;0;0;After my stay I was finally diagnosed with BPD that's when I started advocating for mental health;;;;7.15E+17;https://twitter.com/krisiness_/status/714704450993188864
PatchouliDreams;22/03/2016 11:55;0;0;Yo, @trishapaytas , I just watched your latest video. You sound too much like me. :/ I was diagnosed with bipolar and BPD at 16. It's rough.;Huntington, WV;@trishapaytas;;7.12E+17;https://twitter.com/PatchouliDreams/status/712125645279469568
gagaforccolfer;16/03/2016 12:41;1;1;i was self diagnosed with bpd for months until i was in the hospital and guess what? i was right and got clinically diagnosed;;;;7.10E+17;https://twitter.com/gagaforccolfer/status/709962833434435584
anniehackwell;16/03/2016 01:37;0;0;@EdwardPettman I was diagnosed with BPD 3 years ago after simply being told for years it's 'just' depression/anxious/eating disorder.;;@EdwardPettman;;7.10E+17;https://twitter.com/anniehackwell/status/709795676725579776
SuaveRepublique;16/03/2016 01:32;0;0;Had good news, I may have work for the first time since I was diagnosed with BPD , today. Then lost 20, which when on benefits is a cunt. :(;;;;7.10E+17;https://twitter.com/SuaveRepublique/status/709794339560562688
jlgsubmissive;15/03/2016 09:27;0;1;@DothrakiUnicorn me to thanks I'm kind of relieved that she thinks it's not likely bpd like I was diagnosed with by adult mental health;;@DothrakiUnicorn;;7.10E+17;https://twitter.com/jlgsubmissive/status/709551441422094336
Lunna_Raven;13/03/2016 06:15;1;0;According to my lab referral, the code says I'm being treated for #bipolar disorder/depressionnow, yet I was diagnosed with #BPD years ago.;;;#bipolar #bpd;7.09E+17;https://twitter.com/Lunna_Raven/status/708778565848985600
MsHieroglyphe;12/03/2016 23:41;0;0;"@CounsellingKaz It was also my 'diagnosis' at the time; I was diagnosed with BPD 3 years later, but it was another 10+ before I found out.";;@CounsellingKaz;;7.09E+17;https://twitter.com/MsHieroglyphe/status/708679337764102144
BPD_Stigma_Free;10/03/2016 08:51;0;1;I was diagnosed with Borderline Personality Disorder in 2005. I did a year of Dialectical Behaviour Therapy... http:// fb.me/78V569BSa;;;;7.08E+17;https://twitter.com/BPD_Stigma_Free/status/707730438756835328
HeidiRoseC;09/03/2016 03:16;0;0;@AliceCoote that was the second psychotherapist. The first one, because I was diagnosed with BPD a few years ago, took one look at me.....;;@AliceCoote;;7.07E+17;https://twitter.com/HeidiRoseC/status/707283822887378944
LilRecordGirl;07/03/2016 19:07;0;0;Great wee read. I was diagnosed with BPD years ago but learning more about it helps to live with it. https:// twitter.com/D_IronButterfl y/status/706760849218793472 ;;;;7.07E+17;https://twitter.com/LilRecordGirl/status/706798366383075328
roople_pooples;03/03/2016 12:12;1;1;I was diagnosed with BPD as a teenager and quickly went into remission. Used to think my occasional flare ups were false alarms. Wrong.;;;;7.05E+17;https://twitter.com/roople_pooples/status/705244410766708736
vampire_heart_x;03/03/2016 06:39;0;2;@teawiththomas I was diagnosed with BPD a few years ago, it's a horrible disorder and people glamourising it makes me feel physically sick.;;@teawiththomas;;7.05E+17;https://twitter.com/vampire_heart_x/status/705160544102326276
darkness2light7;02/03/2016 03:30;0;0;I'm glad I took time to read these books and learn both more about #BPD and the reason why I was diagnosed with it.;;;#bpd;7.05E+17;https://twitter.com/darkness2light7/status/704750747133485057
hilary4882;28/02/2016 18:19;1;3;Well i was diagnosed with ocd and bpd in 2006. My shrink is useless but life goes on. Never give up i say.;;;;7.04E+17;https://twitter.com/hilary4882/status/703887135758278656
ghouInextdoor;28/02/2016 08:42;2;17;I was self diagnosed with ADHD and BPD and I was correct in both instances having those labels saved me from feeling so alone and different;;;;7.04E+17;https://twitter.com/ghouInextdoor/status/703742002978955264
paulaLaffin;25/02/2016 01:26;0;1;@BPDLife_ @meontheborder i was abused as a young girl but really noticed my bpd in 05 when i was diagnosed with breast cancer i was 33;;@BPDLife_ @meontheborder;;7.03E+17;https://twitter.com/paulaLaffin/status/702545117010370560
CandiLee11;24/02/2016 21:15;1;2;@BPDLife_ I was diagnosed with manic depression when I was 9. Many different dx came afterward. Now BPD and I'm currently 36! Lifelong.;;@BPDLife_;;7.02E+17;https://twitter.com/CandiLee11/status/702481983574769664
BPDLuna;23/02/2016 05:27;0;0;@Borderline_OK @BorderlineClown it was 2 years after I first went to a GP that I was even diagnosed with BPD . Lots of misdiagnosis;;@Borderline_OK @BorderlineClown;;7.02E+17;https://twitter.com/BPDLuna/status/701880900401946630
kendall_akwia;16/02/2016 05:27;0;3;Real talk i was just diagnosed with bpd;;;;6.99E+17;https://twitter.com/kendall_akwia/status/699344213004066816
diabeyonce;15/02/2016 22:14;0;4;I don't talk about this much but I was diagnosed with BPD and this does a pretty good job of explaining it https:// twitter.com/broadly/status /699231838171066368 ;South Orange, NJ;;;6.99E+17;https://twitter.com/diabeyonce/status/699235343678185472
hayBEARS;10/02/2016 18:07;0;1;@ksej I was diagnosed with BPD after my treatment for bipolar disorder didn't work. turns out I had PTSD, ADHD, & another neurological issue;;@ksej;;6.97E+17;https://twitter.com/hayBEARS/status/697361216897994752
emptysgolds;03/02/2016 11:05;1;1;my sister just so ironically has bpd now after i was ACTUALLY diagnosed with it are you fucking kidding me;;;;6.95E+17;https://twitter.com/emptysgolds/status/694718229646831617
heatherxmas;28/01/2016 15:38;1;0;#BellLetsTalk I've been depressed most of my life . Two years ago I was diagnosed with BPD and major depression. I wish i could turn it off;;;#bellletstalk;6.93E+17;https://twitter.com/heatherxmas/status/692612729043972096
lianne_kendra;28/01/2016 12:39;0;14;Ive had anxiety and panic attacks since I was 15&am diagnosed with BPD . #letstalkaboutit #EndTheStigma #BellLetsTalk;;;#letstalkaboutit #endthestigma #bellletstalk;6.93E+17;https://twitter.com/lianne_kendra/status/692567665412542464
EveeHay;28/01/2016 08:48;2;0;#BellLetsTalk about BPD . I was diagnosed with it last summer https:// twitter.com/camhnews/statu s/692504900953993216 ;;;#bellletstalk;6.93E+17;https://twitter.com/EveeHay/status/692509497781272576
SwitchedPink;28/01/2016 02:14;0;1;@PinkachuMFCs I was misdiagnosed with ADHD then Bipolar disorder. Recently I've been diagnosed with BPD as well as DID #BellLetsTalk;;@PinkachuMFCs;#bellletstalk;6.92E+17;https://twitter.com/SwitchedPink/status/692410396691443712
vinylandmono;28/01/2016 01:56;25;26;@NellyFurtado I was diagnosed with BPD 3 years ago. Today I still try to accept me and to avoid the desire to end my life. #BellLetsTalk;;@NellyFurtado;#bellletstalk;6.92E+17;https://twitter.com/vinylandmono/status/692405842575036416
vinylandmono;28/01/2016 01:55;0;0;I was diagnosed with BPD when I was in my 20. 3 years later I still try to accept me and to avoid the desire to end my life. #BellLetsTalk;;;#bellletstalk;6.92E+17;https://twitter.com/vinylandmono/status/692405497513824256
gassyplier;28/01/2016 01:34;1;3;When I was 13 I was diagnosed with BPD (which went hand in hand with anxiety and depression). My life was a constant battle. #BellLetsTalk;;;#bellletstalk;6.92E+17;https://twitter.com/gassyplier/status/692400280294547458
agoodryd;27/01/2016 21:15;0;0;#BellLetsTalk a year after my dad died I was diagnosed with depression, ptsd, anxiety and a mood disorder that manifested into bpd . I was 13;;;#bellletstalk;6.92E+17;https://twitter.com/agoodryd/status/692335230447919104
AphonicSarah;27/01/2016 19:37;1;1;#BellLetsTalk Everyday needs to be a conversation. When I was diagnosed with my #bpd it was the scariest thing. #mentalhealth;;;#bellletstalk #bpd #mentalhealth;6.92E+17;https://twitter.com/AphonicSarah/status/692310486428303360
WilsonShawBeats;23/01/2016 18:24;0;1;I was diagnosed with BPD last November after 9 years with incorrect diagnosis in mental health services. Great read. https:// twitter.com/4guyslikeu/sta tus/687976686999220224 ;;;;6.91E+17;https://twitter.com/WilsonShawBeats/status/690842539960700928
theyhaveteeth;21/01/2016 00:16;0;0;@milobotomy I can tell you I was diagnosed with BPD . I can also tell you without a shadow of a doubt that I don't have it. Psychs are fucked;;@milobotomy;;6.90E+17;https://twitter.com/theyhaveteeth/status/689843897162416128
AphonicSarah;18/01/2016 06:23;0;0;@RaeLynnP13 I was diagnosed with BPD AND severe social anxiety. I completely understand. You have zero worries with me! :);;@RaeLynnP13;;6.89E+17;https://twitter.com/AphonicSarah/status/688849273954394112
nonBPDspouse;13/01/2016 20:46;0;0;On October 9, 2015 I was diagnosed with Borderline Personality Disorder. http:// columbiaspectator.com/spectrum/2015/ 11/18/i-am-more-my-bpd  #BPD @ColumbiaSpec @ldten;;@ColumbiaSpec @ldten;#bpd;6.87E+17;https://twitter.com/nonBPDspouse/status/687254379406192640
ajamjsdhnsjmdfh;09/01/2016 07:11;0;0;my psychiatrist never told me i was diagnosed with bpd but he said he figured out my diagnosis that i wouldnt tell him & one day i asked my;;;;6.86E+17;https://twitter.com/ajamjsdhnsjmdfh/status/685599839002955776
grmygrl;06/01/2016 15:43;0;0;@youneverhadrae i was actually diagnosed with bpd but literally the symptoms CAN DESCRIBE ANYONE so ya u probably have it too;;@youneverhadrae;;6.85E+17;https://twitter.com/grmygrl/status/684641319021613056
terrynuriman;02/01/2016 21:39;0;0;@wawashaffi I was diagnosed with MDD (Major Depressive Disorder) before, but it evolved to BPD + MDD. If you're suicidal, self harming (1);;@wawashaffi;;6.83E+17;https://twitter.com/terrynuriman/status/683281574272434176
zeekubeast;01/01/2016 01:41;0;2;@zeekubeast i was officially diagnosed with BPD , i had severe suicidal ideation for a while (still alive, motherfucker!!!);;@zeekubeast;;6.83E+17;https://twitter.com/zeekubeast/status/682617569648316416
purpcult;31/12/2015 09:31;0;0;I was diagnosed with BPD when I was 11 and just kinda shrugged it off as a misdiagnosis for years because it was at such an early age.;;;;6.82E+17;https://twitter.com/purpcult/status/682373405123850240
HoltbyAimee;30/12/2015 22:35;0;0;@HoltbyAimee I was first diagnosed with bipolar depression. A suicide attempt, crisis and two years for correct BPD diagnosis.;;@HoltbyAimee;;6.82E+17;https://twitter.com/HoltbyAimee/status/682208296716120064
diaries_bipolar;28/12/2015 00:08;0;0;"A few years ago I had frozen shoulder; I got access to Physio in 3 months. 12 months ago I was diagnosed with Bipolar and BPD ..still waiting";;;;6.81E+17;https://twitter.com/diaries_bipolar/status/681144754764136449
Boda5000;22/12/2015 07:55;0;0;I was diagnosed with BPD today (borderline personalty disorder);;;;6.79E+17;https://twitter.com/Boda5000/status/679087821798395905
dynamjoon;15/12/2015 00:21;0;0;mental illness // so in the past I was diagnosed with depression but I'm starting to think maybe it's more bpd but I'm scared about -;;;;6.76E+17;https://twitter.com/dynamjoon/status/676436818074705920
Jasmine_Seto;13/12/2015 20:51;0;0;@HealingFromBPD hi I was recently diagnosed with bpd and I'm really struggling with it. I'm so sensitive and volatile idk what to do.;;@HealingFromBPD;;6.76E+17;https://twitter.com/Jasmine_Seto/status/676021645480366081
SaltiDoggo;11/12/2015 05:32;0;0;1) I was recently diagnosed with BPD . Since then, I can't seem to find pride in myself.;South Carolina, USA;;;6.75E+17;https://twitter.com/SaltiDoggo/status/675065603128958977
RexxieCat;11/12/2015 01:33;0;0;14. I've been diagnosed with major depression and anxiety disorder. I was told i have BPD but they can't diagnose it officially.;Maryland, USA;;;6.75E+17;https://twitter.com/RexxieCat/status/675005402237558785
lori_bluebird;09/12/2015 08:07;1;3;ATTENTION. PLEASE READ THIS. IT CLEARS UP A LOT OF CONFUSION ABOUT BPD (WHAT I WAS DIAGNOSED WITH ). pic.twitter.com/KFHlmu2SZL;;;;6.74E+17;https://twitter.com/lori_bluebird/status/674379914821296128
mysteryqueeen;08/12/2015 14:24;0;2;@illuminatingher @YoungGawhd ever since I was diagnosed with BPD ive never spoken about it bc of this & I still havent accepted it;;@illuminatingher @YoungGawhd;;6.74E+17;https://twitter.com/mysteryqueeen/status/674112186151735296
almondmilkbat;05/12/2015 14:53;0;0;@termiteking I actually have had friends I was hospitalized with who're diagnosed with bpd so that's bs;;@termiteking;;6.73E+17;https://twitter.com/almondmilkbat/status/673032345453133824
callmekud;04/12/2015 16:02;0;0;@mogmamittens bpd is misdiagnosed as bipolar especially in young people, I was diagnosed with that too;;@mogmamittens;;6.73E+17;https://twitter.com/callmekud/status/672687416482865152
terrynuriman;03/12/2015 00:23;0;1;I bought a book on BPD when I was in high school. Didn't expect myself to be diagnosed with it few years later. pic.twitter.com/7Rf2iF5v5G;;;;6.72E+17;https://twitter.com/terrynuriman/status/672088730279129093
pantsshitter;27/11/2015 07:50;0;1;@abodement i was diagnosed with depression/anxiety instead of BPD at first & was given SSRI's for it & they ruined my brain;;@abodement;;6.70E+17;https://twitter.com/pantsshitter/status/670026868054093824
Bigbangbosh;27/11/2015 02:08;0;1;@imajsaclaimant @Insolidavity @paws4unite @SportsDirectUKwhen I was diagnosed with BPD & I have a large pay off because of unfair dismissal;;@imajsaclaimant @Insolidavity @paws4unite @SportsDirectUKwhen;;6.70E+17;https://twitter.com/Bigbangbosh/status/669940740840144896
112lbs;26/11/2015 07:40;0;1;@StrugglinA I felt the same way at 17. I was diagnosed with bipolar and BPD at 15. Started meds after my first trip to the ward. I feel you.;;@StrugglinA;;6.70E+17;https://twitter.com/112lbs/status/669662017842626561
nikkimol;24/11/2015 08:09;0;0;@abodement I was diagnosed with bpd 04/2014 and 12/2014 with fibromyalgia would love to see a cure for either of them, still learning each;;@abodement;;6.69E+17;https://twitter.com/nikkimol/status/668944615395971072
sarahbabee5;21/11/2015 04:17;0;0;@stupidfeeIings dude, i have bpd . I was diagnosed with it a few years ago. I know what it feels like. Thats (cont) http:// tl.gd/n_1snt8o0;;@stupidfeeIings;;6.68E+17;https://twitter.com/sarahbabee5/status/667798824476409856
BobBrotchie;20/11/2015 04:48;0;0;Mass Anxiety Pains - I was diagnosed with BPD , GAD and MDD a few years ago, and different therapists have spec... http:// ow.ly/386Zpl;;;;6.67E+17;https://twitter.com/BobBrotchie/status/667444284816236544
Dannilion;19/11/2015 13:05;0;0;@notwaving I was misdiagnosed with BPD before being diagnosed with ASD. It's incredibly common if you're not male.;;@notwaving;;6.67E+17;https://twitter.com/Dannilion/status/667207074451951616
borderlineyes;18/11/2015 02:41;0;1;@DrugAbuse @800273TALK I had problems with addiction and self-harm all my life until I was diagnosed with BPD or EUPD this year;;@DrugAbuse @800273TALK;;6.67E+17;https://twitter.com/borderlineyes/status/666687610836922369
Sailortessla;15/11/2015 15:15;0;1;@jarpad you are an inspiration to me I was recently diagnosed with bpd and I promise I'll continue fighting the good fight with you!!! :);;@jarpad;;6.66E+17;https://twitter.com/Sailortessla/status/665790085984600064
charlee_buns;09/11/2015 16:05;0;1;I'm diagnosed with Bipolar 1. One time I was told I possibly have BPD . Borderline Personality Disorder. No that's not split personalities.;;;;6.64E+17;https://twitter.com/charlee_buns/status/663628544455671808
hayleycmh;29/10/2015 10:59;0;0;@Doseyydotes my mom is diagnosed with bpd (and I am too) so I feel tf out of that lmao like I moved out of her house when I was 16;;@Doseyydotes;;6.60E+17;https://twitter.com/hayleycmh/status/659565175373234176
mydarksidesays;29/10/2015 02:44;0;0;@ExpelDepression I was recently diagnosed with BPD . It's explains a lot of things that being just depressed didn't. It's still so hard.;;@ExpelDepression;;6.59E+17;https://twitter.com/mydarksidesays/status/659440536248422400
Gooner4life7728;28/10/2015 03:48;0;0;@Macshady1 I was diagnosed with bpd first and then bipolar. They still swung between both diagnosis depending on the doc;;@Macshady1;;6.59E+17;https://twitter.com/Gooner4life7728/status/659094287720783873
RepublicOfSia;26/10/2015 19:26;0;0;@RachaelvsWorld I was misdiagnosed with BPD . A year ago I was diagnosed with bipolar. Somebody explained BPD to me as bipolar on crack;;@RachaelvsWorld;;6.59E+17;https://twitter.com/RepublicOfSia/status/658605602420035584
mindseye78;25/10/2015 23:25;1;1;@NateAgapi Same here, Nate. I was just recently diagnosed with Bipolar and BPD after my last hospitalization this year, but I knew I had it.;;@NateAgapi;;6.58E+17;https://twitter.com/mindseye78/status/658303401923620868
AmericanRx;14/10/2015 21:11;0;0;Question: Is it okay to use acid (LSD) if you have BPD ?: I've been diagnosed with BPD since I was 14, I'm 19 now. I http:// yhoo.it/1X33HBG;;;;6.54E+17;https://twitter.com/AmericanRx/status/654283476980510720
OnlineInfo101;14/10/2015 21:11;0;0;Question: Is it okay to use acid (LSD) if you have BPD ?: I've been diagnosed with BPD since I was 14, I'm 19 now. I http:// yhoo.it/1X33HBG;;;;6.54E+17;https://twitter.com/OnlineInfo101/status/654283470982676480
chelsayah;11/10/2015 13:52;0;0;One last thing, even though it's technically not #WorldMentalHealthDay anymore: I was diagnosed with BPD , OCD, and ADD.;;;#worldmentalhealthday;6.53E+17;https://twitter.com/chelsayah/status/653085672568397825
Michael_Grella;10/10/2015 21:11;2;4;I was diagnosed with Borderline Personality Disorder in 2011. One week later, @BMarshall revealed his own BPD diagnosis to the world.;;@BMarshall;;6.53E+17;https://twitter.com/Michael_Grella/status/652833883042521088
ssempreliberaa;10/10/2015 17:35;0;1;#WorldMentalHealthDay I was diagnosed with BPD & depression in 2012 (features present since mid-teens) & have a complicated rship w/food;;;#worldmentalhealthday;6.53E+17;https://twitter.com/ssempreliberaa/status/652779451672043520
ItsBondageLoki;10/10/2015 16:00;0;0;{ #WorldMentalHealthDay } Society needs to be more aware of mental health and be rid of the stigma behind it. I was diagnosed with BPD and +;London, England;;#worldmentalhealthday;6.53E+17;https://twitter.com/ItsBondageLoki/status/652755671482503169
kokobutts;07/10/2015 06:44;0;2;i wish i was financially stable enough to get professionally diagnosed with bpd;;;;6.52E+17;https://twitter.com/kokobutts/status/651528531109777408
MarandaDearest;05/10/2015 05:00;1;2;It was published close to the very day I was diagnosed with #BPD , but I didn't see it 'til maybe 2 years later. #BPDchat;;;#bpd #bpdchat;6.51E+17;https://twitter.com/MarandaDearest/status/650777519973601280
Bethanfetamine;01/10/2015 10:11;0;0;@fyftfe Thank you! I was finally diagnosed with BPD just a few months ago. The struggle is real lol.;;@fyftfe;;6.49E+17;https://twitter.com/Bethanfetamine/status/649406311658946561
AphonicSarah;25/09/2015 03:44;0;0;@BrunoHache I was diagnosed with BPD yesterday. Don't get me wrong, it's great to know what's going on but thinking about it makes me sick..;;@BrunoHache;;6.47E+17;https://twitter.com/AphonicSarah/status/647134500082876416
kingnebulaey;18/09/2015 23:02;0;0;Yesterday I was diagnosed with Borderline Personality Disorder BPD;;;;6.45E+17;https://twitter.com/kingnebulaey/status/644889331656749056
Swimming_Birds;17/09/2015 22:45;0;0;So, about 2 weeks ago I was diagnosed with BPD .;;;;6.45E+17;https://twitter.com/Swimming_Birds/status/644522695632117761
AmieJo_Wren;15/09/2015 05:38;0;0;It took until the age of 23 to be diagnosed with something I've probably had since I was about 10. That's not right #BPD;;;#bpd;6.44E+17;https://twitter.com/AmieJo_Wren/status/643539282225983488
_oceangem;12/09/2015 23:46;0;0;why do you always react so badly to things that upset you hm i dunno maybe because i was diagnosed with bpd ???;;;;6.43E+17;https://twitter.com/_oceangem/status/642725902883926017
izanyas;12/09/2015 22:07;0;0;@LeticiaTama ah no actually i do have bpd i was diagnosed with it a few months ago!;;@LeticiaTama;;6.43E+17;https://twitter.com/izanyas/status/642701048210132993
shinyaas;09/09/2015 14:44;0;0;Now, I was recently diagnosed with BPD .;;;;6.42E+17;https://twitter.com/shinyaas/status/641502465158844416
Cody_jarvis420;08/09/2015 12:16;0;0;I was diagnosed with : ADD, BPD , schizo affective, depression, Anxiety, loneliness, and emotional deprivation. Fabulous. I'm part schizo lol;;;;6.41E+17;https://twitter.com/Cody_jarvis420/status/641102864870281216
andersonlaura12;30/08/2015 17:28;0;0;I never knew what bpd was until I was diagnosed with it.;;;;6.38E+17;https://twitter.com/andersonlaura12/status/637919792465317888
TwistedTwisty69;19/08/2015 04:27;0;0;@00Sebastiantroy // I was diagnosed with it today. Add that to my BPD , Social phobia, guilt issues, Panic disorder...I am not dealing well.;;@00Sebastiantroy;;6.34E+17;https://twitter.com/TwistedTwisty69/status/633736997496983552
ScrewEmotions_;18/08/2015 06:29;0;0;@MissRBaller #rachelsroom I was recently diagnosed with BPD (Borderline Personality disorder). How do I tell my friends?;;@MissRBaller;#rachelsroom;6.33E+17;https://twitter.com/ScrewEmotions_/status/633405412570742784
MaxiCama1;10/08/2015 19:23;0;3;Hi I was diagnosed with BPD when I was 14 but I've had no help because I was in denial about everything so have you any advice #BPDChat;;;#bpdchat;6.31E+17;https://twitter.com/MaxiCama1/status/630700931768840192
Quietlight00;09/08/2015 06:55;0;1;@Xeno_M0rph didn't know you had BPD . I was diagnosed with it at 11. It gets easier in time, you learn good ways to cope Hmu if you ever need;;@Xeno_M0rph;;6.30E+17;https://twitter.com/Quietlight00/status/630150294060593152
lokiscottishrap;08/08/2015 19:11;0;0;@its_blitz I was diagnosed with BPD a while ago and decided to manage the symptoms myself...as I have been doing my whole life...;;@its_blitz;;6.30E+17;https://twitter.com/lokiscottishrap/status/629973194418556929
MH_Voices;03/08/2015 04:06;1;2;Finally, just over a year ago, I was diagnosed with #BPD & #Cyclothymia which at long last explained a lot of my feelings & problems.;;;#bpd #cyclothymia;6.28E+17;https://twitter.com/MH_Voices/status/627933567637671936
heycosmia;03/08/2015 03:31;0;0;also would really like to follow some bpd-related blogs so i have some sort of idea of what the fuck i was diagnosed with;;;;6.28E+17;https://twitter.com/heycosmia/status/627924714250469376
DaydreamDebbie;27/07/2015 04:24;0;2;@CarlDunnJr Yes, I was diagnosed with Depression 5 years before I was diagnosed with BPD . It's been a long battle. #BPDChat;;@CarlDunnJr;#bpdchat;6.25E+17;https://twitter.com/DaydreamDebbie/status/625401260292898817
newwingstofly;25/07/2015 18:14;0;0;@t0m0_steven Therapists have been telling me I had narcissistic traits for years, but recently I was diagnosed with NPD besides BPD;;@t0m0_steven;;6.25E+17;https://twitter.com/newwingstofly/status/624885353296625664
WanderessMoon;16/07/2015 11:10;0;1;I was diagnosed with Borderline Personality Disorder. Or BPD . Yay;;;;6.22E+17;https://twitter.com/WanderessMoon/status/621517260650364928
RemittanceGirl;13/07/2015 10:22;0;0;@chelseagsummers @mistressmatisse @PantherAlyxx Its ironic that 20 years after I was diagnosed with BPD , I met Lacan as methodology;;@chelseagsummers @mistressmatisse @PantherAlyxx;;6.20E+17;https://twitter.com/RemittanceGirl/status/620418099741720576
shmorderline;07/07/2015 08:50;0;4;I told a boyfriend that I was diagnosed with BPD ... He googled it & never trusted me again. I am so terrified of ever telling anyone. #bpd;;;#bpd;6.18E+17;https://twitter.com/shmorderline/status/618220497470386177
Gubenation;07/07/2015 05:48;0;0;@Drawingswhatido I was diagnosed with BPD at 18 and CFS just recently. I'm sick about 2-2,5 years now and they just thought about it know;;@Drawingswhatido;;6.18E+17;https://twitter.com/Gubenation/status/618174727832629248
newdrugstore;04/07/2015 22:57;0;0;four years ago i was diagnosed with bpd , mood disorder and avoidant personality disorder, two years after that i was diagnosed with --;;;;6.17E+17;https://twitter.com/newdrugstore/status/617346550956728320
