username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Cosmic_Otaku;13/10/2016 15:08;0;0;As a person who was diagnosed with severe and spontaneous anxiety and panic attacks when I was 8 years old and overcome it makes me happy. https:// twitter.com/zoella/status/ 785948458234425344 ;;;;7.86E+17;https://twitter.com/Cosmic_Otaku/status/786463594682589184
CouchMadam;12/07/2016 04:53;0;3;#NoShameDay I was diagnosed with general anxiety disorder, clinical depression & ptsd first year of uni but yay graduating great;;;#noshameday;7.53E+17;https://twitter.com/CouchMadam/status/752606714961268737
CourageousK9;20/04/2015 10:20;0;0;I was diagnosed with PTSD in 2002. This encompassed anxiety , panic attack, depression and insomnia. They were... http:// fb.me/2ayXyTJUL;;;;5.90E+17;https://twitter.com/CourageousK9/status/589976933229703168
CourtBoutilier_;29/01/2016 11:43;0;0;Set backs suck... Tonight felt like when I was first diagnosed with anxiety & didn't know how to control it Thanks to everyone that helped;;;;6.93E+17;https://twitter.com/CourtBoutilier_/status/692915950618832896
courtenaybug;03/09/2016 04:44;0;0;@AHS_media I was diagnosed with PTSD in July because of the fire. We lost everything. I already had anxiety etc and this doesn't help.;;@AHS_media;;7.72E+17;https://twitter.com/courtenaybug/status/771811007916277760
courtneyhoward_;01/07/2014 21:20;0;1;When I was first diagnosed with anxiety disorder, I automatically assumed it was a fatal disease that I would die from. #anxietyproblems;Fairfield, OH;;#anxietyproblems;4.84E+17;https://twitter.com/courtneyhoward_/status/483963353820176384
courtyard152;30/08/2016 22:58;0;1;I was diagnosed with #autism in my #40s . Its not just a male condition - #autism #diagnosis #anxiety https:// apple.news/A6IjZjOBfTl2y2 dHJ3amgkA ;;;#autism #40s #autism #diagnosis #anxiety;7.71E+17;https://twitter.com/courtyard152/status/770636907759960064
covetedbieber;11/06/2016 04:11;0;0;fact 5 I was diagnosed with anxiety when I was 10 years old and I honestly didn't even know an anxiety disorder was a thing;;;;7.41E+17;https://twitter.com/covetedbieber/status/741362199072022539
covetedbieber;25/05/2016 05:48;0;0;@covetedbieber when I was diagnosed with anxiety I didn't even know what the fuck it was;;@covetedbieber;;7.35E+17;https://twitter.com/covetedbieber/status/735225946584780801
CrankyInChrist;08/10/2015 08:41;0;0;As a member of The Cranky Christian I was diagnosed with severe depression and anxiety . Before they medicated me... http:// fb.me/5avIfwi04;;;;6.52E+17;https://twitter.com/CrankyInChrist/status/651920334657036288
cratic;28/01/2015 22:12;0;0;No one understood what I was going through. It took all that time to finally be diagnosed with a generalized anxiety disorder #BellLetsTalk;;;#bellletstalk;5.60E+17;https://twitter.com/cratic/status/560440168461910016
crayolalove2202;07/12/2014 20:16;0;0;@TrevorMoran Hi, I've just seen your Anxiety video. I was diagnosed with anxiety a few months ago. Your video really helped me not feel so..;;@TrevorMoran;;5.42E+17;https://twitter.com/crayolalove2202/status/541566930348695552
CrayolasGhetto;15/06/2016 09:08;0;0;I was diagnosed with Asperger's syndrome at 13. Chronic Depression and serve anxiety at 19 https:// twitter.com/thatsjustJax/s tatus/742859569848713217 ;;;;7.43E+17;https://twitter.com/CrayolasGhetto/status/742886572064788480
crazyandbitchy;13/06/2014 07:43;0;1;@bpdaddicted just Zoloft - I was actually diagnosed with anxiety /depression but I like my handle so I kept it & redefined it haha;;@bpdaddicted;;4.77E+17;https://twitter.com/crazyandbitchy/status/477234661576290304
createism;29/01/2015 01:33;0;2;This year I was diagnosed with Chron's and I am only 23. The anxiety and stress of being sick forever is hard #BellLetsTaIk;;;#bellletstaik;5.60E+17;https://twitter.com/createism/status/560490837420032000
creepitr3al;11/10/2015 01:48;0;5;A year ago I was diagnosed with severe anxiety , I'm in such a better place now due to getting the help I needed #WorldMentalHealthDay;;;#worldmentalhealthday;6.53E+17;https://twitter.com/creepitr3al/status/652903589740945409
CreoleBabyBritt;13/10/2015 17:56;0;0;@stikman06 Yep, diagnosed by a doctor. At the same time I was diagnosed with depression and anxiety . I'm in Virginia.;;@stikman06;;6.54E+17;https://twitter.com/CreoleBabyBritt/status/653871829615013888
CreoleBabyBritt;16/07/2015 13:50;0;0;@lexxaye I was diagnosed with anxiety in 2008. Trust me. I know the feeling.;;@lexxaye;;6.22E+17;https://twitter.com/CreoleBabyBritt/status/621557550643855360
CrimsonCurlss;23/08/2014 12:55;0;0;@Richman_93 @CHlLDHOODRUINER I was diagnosed with severe anxiety in the eighth grade and I handled high school pretty well so;;@Richman_93 @CHlLDHOODRUINER;;5.03E+17;https://twitter.com/CrimsonCurlss/status/503042828130603008
Cripplefitz;09/08/2015 22:49;0;1;@khempwick I've had an anxiety attack before & i was a mess. I'm quiet & introverted & never been diagnosed with anxiety . It's strange.;;@khempwick;;6.30E+17;https://twitter.com/Cripplefitz/status/630390464231817220
CrownlessOLLG;08/02/2016 15:02;0;1;I was diagnosed with anxiety same time as depression, I know what it's like to always be scared & worried. I don't want Justin to feel that;;;;6.97E+17;https://twitter.com/CrownlessOLLG/status/696589802905272322
Cruz23Mario;26/10/2015 13:15;0;0;@LenaaLuzz I was diagnosed with anxiety disorder 7 years ago;;@LenaaLuzz;;6.59E+17;https://twitter.com/Cruz23Mario/status/658512232633016320
CrystalStapp;04/05/2016 09:03;0;1;So today I was officially diagnosed with anxiety .;;;;7.28E+17;https://twitter.com/CrystalStapp/status/727665037096136704
CSackfield;29/01/2015 19:00;0;2;A year today, I was diagnosed with depression/ anxiety . I don't wish this upon anyone, this has been the toughest year by far! #stayingstrong;;;#stayingstrong;5.61E+17;https://twitter.com/CSackfield/status/560754273181773824
CSHikey;14/05/2016 14:49;0;0;@XUrbanSimsX so true. I was diagnosed with an anxiety disorder when I was young. Some days it's easy and others it's a little harder.;;@XUrbanSimsX;;7.31E+17;https://twitter.com/CSHikey/status/731375767955767296
CTEisthebae;09/12/2014 10:36;0;1;@JulianneSaletta @surfinchadwick @1975kel @AcaciaBrinley Anxiety when I was clearly diagnosed with severe social anxiety by my DOCTOR;;@JulianneSaletta @surfinchadwick @1975kel @AcaciaBrinley;;5.42E+17;https://twitter.com/CTEisthebae/status/542145670824861696
CTFxCinspiresme;08/08/2016 11:19;0;0;@jeyyounit11 we have your back dude. I was diagnosed with anxiety and panic at age 7. Just remember: being anxious is ok;;@jeyyounit11;;7.62E+17;https://twitter.com/CTFxCinspiresme/status/762488316306436096
cubbies_rule23;23/01/2015 11:48;0;0;I was recently diagnosed with severe depression and anxiety . I am not medicated and never will be. #igotthis;;;#igotthis;5.58E+17;https://twitter.com/cubbies_rule23/status/558471332745461761
cumulatedddiene;24/12/2014 06:08;0;0;@harisonfire no i was actually meaning to get diagnosed with anxiety and i finally got to today lolll;;@harisonfire;;5.48E+17;https://twitter.com/cumulatedddiene/status/547514206480650240
cupcake532;18/06/2016 12:26;0;0;@nikidemar me too. I was diagnosed with GAD (General Anxiety Disorder) when I was like 6 or 7 years old.;;@nikidemar;;7.44E+17;https://twitter.com/cupcake532/status/744023470065975296
cupcakesarenice;25/12/2015 12:21;0;2;I was actually diagnosed with anxiety after the whole I don't love you episode. I'd always had it, but at this point it became unbearable;;;;6.80E+17;https://twitter.com/cupcakesarenice/status/680241871872864257
CuteBobs;17/10/2016 21:54;0;0;Ah, hm, I keep forgetting I was actually diagnosed with anxiety , not just depression;;;;7.88E+17;https://twitter.com/CuteBobs/status/788015362537353216
cutebuttonshs;03/09/2014 08:22;0;2;sorry I need to stop ranting bc I feel my frEAKING ACADEMIC ANXIETY COMING ON WHICH IS SOMETHING I WAS ACTUALLY DIAGNOSED WITH;;;;5.07E+17;https://twitter.com/cutebuttonshs/status/506960464966713345
cutelilzayn;01/02/2016 10:57;0;0;I was diagnosed with severe anxiety 2 years ago. I'm not rude. Spread this https:// twitter.com/fiirtations/st atus/692349203104817152 ;;;;6.94E+17;https://twitter.com/cutelilzayn/status/693991623009546241
Cutesillycrazy;05/04/2014 11:14;0;0;I don't know. I was diagnosed with anxiety :/ that's why I'm so scared all the time. I can't wait to talk to someone special tomorrow :/;;;;4.52E+17;https://twitter.com/Cutesillycrazy/status/452283031395782656
Cutesillycrazy;05/04/2014 10:44;1;1;@Real_KellyDiana nothing really. I was just diagnosed with anxiety :/ so I've been pretty down I guess;;@Real_KellyDiana;;4.52E+17;https://twitter.com/Cutesillycrazy/status/452275677237366784
cwystalcee;23/06/2016 08:02;0;0;Oh great I was diagnosed with anxiety;;;;7.46E+17;https://twitter.com/cwystalcee/status/745768973736644609
Cyclones1231;19/08/2014 08:42;0;0;Really freaking hate social anxiety and I was ACTUALLY diagnosed with it;;;;5.02E+17;https://twitter.com/Cyclones1231/status/501529576338505728
D_o_l_l_Parts;09/04/2014 09:29;0;0;And I was diagnosed with social anxiety and depression today such shock much surprise *rolls eyes*;;;;4.54E+17;https://twitter.com/D_o_l_l_Parts/status/453706329245622272
d0gp1l3;12/08/2016 04:53;0;0;@owlcavedev I was only diagnosed with anxiety + depression back in 2013 but I'm thinking of going back to the doctor to talk about BPD.;;@owlcavedev;;7.64E+17;https://twitter.com/d0gp1l3/status/763840801881358336
D1G1T_;18/11/2015 20:20;0;0;I'm done. I'm not sitting in silence dealing with it on my own. I was diagnosed with depression and anxiety a couple of years ago;;;;6.67E+17;https://twitter.com/D1G1T_/status/666954159548166144
DadlanisShama;25/03/2015 14:45;0;0;<p> i was diagnosed with generalized anxiety disorder <br/> when i was fourteen and i fell in love<br/> when i was  https:// plus.google.com/11105322384689 2949695/posts/AGVPuWrSY5x ;;;;5.81E+17;https://twitter.com/DadlanisShama/status/580621617555968000
DaftCario;18/04/2014 11:53;0;0;@FatalTriforce64 I bet. I am glad I don't have disorders. I just have like social anxiety and I was diagnosed with depression last year. --;;@FatalTriforce64;;4.57E+17;https://twitter.com/DaftCario/status/457004080112488448
dailywebpaige;29/01/2015 01:00;0;0;After my mental breakdown in 2008 when I was diagnosed with generalized anxiety disorder I was  http:// instagram.com/p/yZ70-uo_lu/;;;;5.60E+17;https://twitter.com/dailywebpaige/status/560482568760754176
DaisyCarlino2;17/06/2014 03:08;0;0;Ok guys I was recently diagnosed with socail anxiety and it really upsetted but this made me fell alot better :) pic.twitter.com/KS4ZhqCV2z;;;;4.79E+17;https://twitter.com/DaisyCarlino2/status/478615151424598016
DajahLaneaa;09/01/2016 10:47;0;1;@AugustAlsina early last year I was diagnosed with Anxiety and depression. Still battling with it.;;@AugustAlsina;;6.86E+17;https://twitter.com/DajahLaneaa/status/685654059571888128
DakotaJean23;01/04/2016 06:33;0;0;I was diagnosed with generalized anxiety disorder, and it's like a slap in the face when people say they have anxiety to be cute.;;;;7.16E+17;https://twitter.com/DakotaJean23/status/715668378212392960
dal_likes;06/09/2016 23:15;0;0;So since it's nearly been a year since I was diagnosed with an anxiety disorder (well more than one) I've decided to write a blog on it;;;;7.73E+17;https://twitter.com/dal_likes/status/773177773439549440
damnlostlrh;01/07/2016 14:11;0;0;About my last rts: I was never diagnosed with anxiety (even though I think that I may have some type of it) I just relate to those tweets;;;;7.49E+17;https://twitter.com/damnlostlrh/status/748760953496317952
Danaebaby;22/08/2015 23:08;2;1;I was diagnosed with anxiety .. Then I read the side effects to the polls she prescribed me guess I'm going to continue to have anxiety;;;;6.35E+17;https://twitter.com/Danaebaby/status/635106271566303234
dancejesika;19/01/2015 09:01;0;0;Anonymous said: Last April I was diagnosed with depression & anxiety & it's a lot to do with the people I... http:// tmblr.co/ZZP_os1b2xCQw;;;;5.57E+17;https://twitter.com/dancejesika/status/556979775886356480
dancingsugg;27/02/2016 04:53;0;0;@dancingsugg I wish I knew what anxiety was when I was diagnosed with it. I had never heard of a panic attack before I got one xx;;@dancingsugg;;7.03E+17;https://twitter.com/dancingsugg/status/703322053571698688
Dandelionns;18/06/2014 10:51;0;0;When I was about 25 I was diagnosed with Bipolar II and anxiety . But it doesn't fit really with me and meds have never helped. I am going to;;;;4.79E+17;https://twitter.com/Dandelionns/status/479094001992081409
dandylawley;24/03/2016 06:21;0;1;I was diagnosed with anxiety by my teacher in grade 8 & I didn't really want to listen so I blocked it out. In September of last year I+;;;;7.13E+17;https://twitter.com/dandylawley/status/712766136149000192
dangerousbethan;07/07/2014 02:20;1;5;last year I was a mess, diagnosed with anxiety & depression,making me have scars, but cannot thank my friends,family&idols for helping me;;;;4.86E+17;https://twitter.com/dangerousbethan/status/485850715458646016
dangerousbethan;07/07/2014 02:14;1;9;This time last year I was diagnosed with anxiety &depression bc of my dad's death making me have scars on my body & now I'm one happy girl;;;;4.86E+17;https://twitter.com/dangerousbethan/status/485849278854991872
dangerousbethan;07/07/2014 02:13;0;8;This time last year I was diagnosed with depression, anxiety and made myself have scars on my body & now I'm finally one happy girl;;;;4.86E+17;https://twitter.com/dangerousbethan/status/485849090740469760
dangerzoned;28/01/2016 10:48;0;1;5 years ago, I was diagnosed with Social Anxiety Disorder. 4 years ago, I was diagnosed with depression. #BellLetsTalk;;;#bellletstalk;6.93E+17;https://twitter.com/dangerzoned/status/692539775895650304
daniel_bulger;03/02/2016 20:57;0;0;@EmmaTheCocker Hi Emma. I was diagnosed with bipolar at age 32. Anxiety at 40. Keep the faith!;;@EmmaTheCocker;;6.95E+17;https://twitter.com/daniel_bulger/status/694867383824072706
Daniela441;30/04/2016 07:49;0;1;I was diagnosed with major depression and severe anxiety years ago and I've never seen them take the time to learn about either of those;;;;7.26E+17;https://twitter.com/Daniela441/status/726196648758616064
Daniela441;07/11/2014 14:31;0;0;My parents asked her if they can give me anything to relax me because hey I was diagnosed with severe anxiety and;;;;5.31E+17;https://twitter.com/Daniela441/status/530608510934204416
DanielJFalconer;27/10/2016 18:50;0;0;@thismorning A few months ago I was diagnosed with anxiety and mild depression. Medication DOES help. I now feel great.;;@thismorning;;7.92E+17;https://twitter.com/DanielJFalconer/status/791593003915833345
daniellejenna;31/07/2016 13:26;0;8;4 years since I was diagnosed with depression/ anxiety and every day - every action- still feels like an uphill battle but I still push on;;;;7.60E+17;https://twitter.com/daniellejenna/status/759621252998803456
danielleturtlee;05/02/2016 14:41;0;0;It really ain't necessary to say  I was diagnosed with anxiety and depression disorder;Maryland, USA;;;6.95E+17;https://twitter.com/danielleturtlee/status/695497382109310977
danielriser;22/11/2014 07:52;0;0;Photo: This is episode 4 of my YouTube show. I was diagnosed with depression, anxiety , and agoraphobia... http:// tmblr.co/ZCpE7x1W9RnEr;;;;5.36E+17;https://twitter.com/danielriser/status/535943812087312384
danielriser;30/10/2014 02:52;0;0;Several months back I was diagnosed with Agoraphobia, chronic depression, and General Anxiety Disorder. It has... http:// fb.me/3VjmRQstu;;;;5.28E+17;https://twitter.com/danielriser/status/527533454930345984
danifuturee;29/01/2015 06:16;12;8;#BellLetsTalk i was diagnosed with anxiety and depression dad: well why cant you just be happy and learn to relax me: pic.twitter.com/vfJDlZjMIh;;;#bellletstalk;5.61E+17;https://twitter.com/danifuturee/status/560562065929412608
daniggaquis;28/08/2016 03:55;0;0;@TonyofFlowers HAHAHA right. I got diagnosed with anxiety when I was 17 and now I'm wondering how much of that was caffeine and hormones;Bellingham, WA;@TonyofFlowers;;7.70E+17;https://twitter.com/daniggaquis/status/769624360248221696
dankcydny;15/07/2015 12:19;0;0;@_piercetheliz_ I have low blood pressure and I was diagnosed with depression and anxiety and I also have an anger issue;;@_piercetheliz_;;6.21E+17;https://twitter.com/dankcydny/status/621172106341011457
darlinghookOTP;30/06/2015 10:36;0;0;@ninovsky87 I was diagnosed with ADHD once, but then it got retracted. *sighs* I just get so much anxiety when I test that it freezes me up.;;@ninovsky87;;6.16E+17;https://twitter.com/darlinghookOTP/status/615710465663082496
DarrenCrissBaby;27/05/2015 23:50;0;0;Doctor gave me this to go in with my claim.. This was 4 years ago.. So 3 yrs before I was diagnosed with anxiety .... pic.twitter.com/cIqs1R9osc;;;;6.04E+17;https://twitter.com/DarrenCrissBaby/status/603589069646516224
darrowbythirsk;28/01/2015 11:14;0;0;@MicMorose @zeldawilliams I was diagnosed with depression several years ago, and I suffer from anxiety . I loathe it. It's been made worse;;@MicMorose @zeldawilliams;;5.60E+17;https://twitter.com/darrowbythirsk/status/560274574554984449
DarthVenn;08/09/2015 19:34;0;0;I was clinically diagnosed with anxiety , depression, borderline personality, and insomnia (sleep disorder);;;;6.41E+17;https://twitter.com/DarthVenn/status/641212902196781056
DarthVenn;20/02/2015 12:55;1;1;@scottiewaves Well, you aren't alone. I was diagnosed with clinical depression, anxiety , and BPD basically as a teenager. I'm 23 now.;;@scottiewaves;;5.69E+17;https://twitter.com/DarthVenn/status/568635142509629440
DarthVenn;06/12/2014 07:22;0;0;@RealityyBites And my BPD I take nothing for. I was clinically diagnosed with anxiety , ADD, depression, and borderline personality disorder;;@RealityyBites;;5.41E+17;https://twitter.com/DarthVenn/status/541009668743901184
datruckdriver87;15/11/2014 02:11;0;0; @2Random2Predict : I was diagnosed with anxiety and insomnia ! Shit is the worst shit ever man smh man get this?;;@2Random2Predict;;5.33E+17;https://twitter.com/datruckdriver87/status/533321455984189440
daveyer2;19/08/2016 18:59;0;1;Been a year since I was diagnosed with depression and anxiety . Though I probably had it for at least a year more than that;;;;7.67E+17;https://twitter.com/daveyer2/status/766590346226757632
DavidPuckridge;13/01/2016 03:02;0;0;"@emilyleemusic Hi Emily, sorry to hear about your struggles; I was diagnosed with generalised anxiety & a cute depression back in May.";;@emilyleemusic;;6.87E+17;https://twitter.com/DavidPuckridge/status/686986742805721093
dawtiedawn;30/10/2015 03:53;0;0;@femsemee I was missing so much work from depression and anxiety that I quit, I was then diagnosed with cancer, so I moved close to family.;;@femsemee;;6.60E+17;https://twitter.com/dawtiedawn/status/659820489250963456
daylakavis;06/08/2014 17:09;0;0;I was really nice today and defend everyone yet I'm still the bad guy bc I was diagnosed with depression and anxiety hahaha ok then;;;;4.97E+17;https://twitter.com/daylakavis/status/496946126260420608
DaynaInglis;27/01/2016 22:15;0;0;... #BellLetsTalk I was diagnosed with Generalized Anxiety Disorder and Depression. I was put on medication and told to start counselling...;;;#bellletstalk;6.92E+17;https://twitter.com/DaynaInglis/status/692350112484450304
DaysInThePark;05/08/2015 07:57;0;0;Was looking back at some of my journaling from when I was diagnosed with an anxiety disorder a few years ago -... http:// fb.me/42m2Pb7fE;;;;6.29E+17;https://twitter.com/DaysInThePark/status/628716535813656576
Dayviis;17/07/2016 14:54;0;6;Well, at least the answer of my questions. I was diagnosed with anxiety and depression. But I'm okay. In fact I thought that was possible!;;;;7.55E+17;https://twitter.com/Dayviis/status/754569824475512832
dburns7499;29/01/2015 17:57;0;2;#BellLetsTaIk Because when I was diagnosed with an anxiety disorder, I was told by my family that the doctor was wrong & this was normal;;;#bellletstaik;5.61E+17;https://twitter.com/dburns7499/status/560738565232271360
dbw4511;06/12/2014 01:56;0;0;Today I was self diagnosed with people-walking-too-close-behind-me anxiety . Please don't forget me in your prayers.;;;;5.41E+17;https://twitter.com/dbw4511/status/540927606196289538
DDMonic;04/06/2015 15:02;0;0;@enjoyyourbunny Because I was repeatedly molested, I have flash backs, I'm diagnosed with anxiety and depression and I've attempted suicide;;@enjoyyourbunny;;6.06E+17;https://twitter.com/DDMonic/status/606355219602096128
deadanorexic;12/09/2014 06:09;0;5;went to my therapist. I've been diagnosed with anxiety . I was already diagnosed with depression.;;;;5.10E+17;https://twitter.com/deadanorexic/status/510188412557885440
DeadInsidec;27/03/2015 15:19;0;0;I was  diagnosed with social anxiety disorder and depression a while ago and I hate being labelled like that!;;;;5.81E+17;https://twitter.com/DeadInsidec/status/581354723921563648
Dean_Askin;28/01/2015 08:26;0;0;I was diagnosed with anxiety disorder in 2008. I #BellLetsTalk about it openly. It's just living with a different state of normal.;;;#bellletstalk;5.60E+17;https://twitter.com/Dean_Askin/status/560232364539138048
DeannaBlankens9;29/04/2015 20:38;0;0;Please pray for me as I battle depression and anxiety I need all of your prayers I was diagnosed with PTSD last week and I feel overwhelmed;;;;5.93E+17;https://twitter.com/DeannaBlankens9/status/593393869120765952
deanwin53876013;03/06/2015 01:43;0;0;@curtis_stone I cooked until i was diagnosed with adhd depression and anxiety so I stopped cause I couldnt stand still so I cant cook :-(;;@curtis_stone;;6.06E+17;https://twitter.com/deanwin53876013/status/605791951409934337
deathfairyqueen;16/06/2014 07:57;0;0;And I was diagnosed with Anxiety Disorder. I've always been worried about everything. I had no idea it wasn't normal.;;;;4.78E+17;https://twitter.com/deathfairyqueen/status/478325424318341120
deathhouseband;24/05/2014 22:52;0;0;Trying to get healthy so I'm reading http:// en.wikipedia.org/wiki/Health . Would you guess that I was once diagnosed with Generalized Anxiety Disorder?;;;;4.70E+17;https://twitter.com/deathhouseband/status/470215731691659265
DeathRage18;12/10/2014 12:03;0;0;I was diagnosed with social anxiety and major depression 4 years ago, when does it get better?;;;;5.21E+17;https://twitter.com/DeathRage18/status/521149039295741953
Deb22_;19/09/2015 04:15;0;0;It's been about a year since I was diagnosed with depression, anxiety and social anxiety .;;;;6.45E+17;https://twitter.com/Deb22_/status/644967967315243008
Debs2966;29/03/2015 20:04;0;1;@KTHopkins I was diagnosed with anxiety & depression. It was a wake up call & I never took the meds. I just reevaluated my life.;;@KTHopkins;;5.82E+17;https://twitter.com/Debs2966/status/582151351775457280
dela_seoull;19/05/2014 09:51;0;0;@SHOE_KYLE89 I was diagnosed with major depression and major anxiety . Feel better, dude. Just always stay busy and you'll be good.;;@SHOE_KYLE89;;4.68E+17;https://twitter.com/dela_seoull/status/468207258216570880
delnaritox;01/01/2015 03:02;0;0;2014 wasn't my best year. I was diagnosed with Generalized Anxiety Disorder, which plagues me everyday.;;;;5.50E+17;https://twitter.com/delnaritox/status/550366517674516480
demigamergril;05/08/2015 01:55;0;0;@Norse_Gamer @_DHMapplethorpe I'm not an SJW, I'm not creating an outrage, and I was professionally diagnosed with 3 anxiety disorders.;;@Norse_Gamer @_DHMapplethorpe;;6.29E+17;https://twitter.com/demigamergril/status/628625260019978240
Demjellyrollz;09/09/2015 05:13;0;0;@LizzybellGaming @dutch8priscilla @Xion_Sapphire27 I have the same issue. I was originally diagnosed with generalized anxiety disorder.;;@LizzybellGaming @dutch8priscilla @Xion_Sapphire27;;6.41E+17;https://twitter.com/Demjellyrollz/status/641358777535430656
DemonicVelvet;14/03/2015 11:15;0;0;@random30404904 I try to do so as well. I was diagnosed with anxiety . So I worry too much.;;@random30404904;;5.77E+17;https://twitter.com/DemonicVelvet/status/576582388379172864
depressed_acad;02/12/2015 00:34;0;0;What is anxiety ?: It was just over a year ago I was diagnosed with anxiety . So what is it?You know that feelin... http:// tinyurl.com/oho7jkm;;;;6.72E+17;https://twitter.com/depressed_acad/status/671729196876468225
depressingqu;10/10/2015 11:25;0;0;3 years ago I had my first panic attack, I was later diagnosed with anxiety .;;;;6.53E+17;https://twitter.com/depressingqu/status/652686291394502656
depressionsings;07/09/2014 15:13;0;0;I was then diagnosed with , Anxiety , Insomnia, Depression, and being Bipolar, as the years went on.;;;;5.09E+17;https://twitter.com/depressionsings/status/508513363865780224
depressionsmain;12/10/2014 20:56;0;0;i was diagnosed with panic disorder but not with social anxiety but it doesnt take a scientist to see i clearly have it;;;;5.21E+17;https://twitter.com/depressionsmain/status/521283350729068544
derekswhiskey;02/04/2014 09:21;0;2;today i was finally diagnosed with anxiety disorder. also i was diagnosed with fibromyalgia and polycystic ovarian disease..;;;;4.51E+17;https://twitter.com/derekswhiskey/status/451167567009570816
DerogatoryWORD;19/10/2014 21:34;0;0;@legend_of_amber I was diagnosed with depression and anxiety couple of months ago and I know that that's what it is. Sleep can be scary.;;@legend_of_amber;;5.24E+17;https://twitter.com/DerogatoryWORD/status/523829437293662209
desire5628;02/11/2015 02:13;0;0;@MrsdogC I love love the show. Me & my fiance rescue dogs. I was diagnosed with anxiety and panic disorder this yr so life's been rough.Ty;New Jersey, USA;@MrsdogC;;6.61E+17;https://twitter.com/desire5628/status/660882463019810816
DestinyLeyva_;31/12/2015 12:46;0;0;at a young age I was diagnosed with anxiety but I've learned I'm not a person to feel bad for myself but to get back up and fight!;;;;6.82E+17;https://twitter.com/DestinyLeyva_/status/682422477671284737
DeusLiveGaming;28/09/2014 05:37;0;1;@Allegro1225 I get really anxious about a lot of things. I cannot really help it. I was diagnosed with General High Anxiety .;;@Allegro1225;;5.16E+17;https://twitter.com/DeusLiveGaming/status/515978570704109568
devildoglovin;15/03/2016 06:53;0;1;#knowyouranon when i was 13 i was diagnosed with clinical depression. When i was 16 i was diagnosed with anxiety .;;;#knowyouranon;7.10E+17;https://twitter.com/devildoglovin/status/709512910704214016
Devinapickett;03/07/2016 02:20;0;1;Damn @JasonSilva with the anxiety wisdom! What you said describes it perfect! I was diagnosed with severe anxiety when I was eleven!;;@JasonSilva;;7.49E+17;https://twitter.com/Devinapickett/status/749306672825376768
DeviousRaven;16/09/2014 11:13;0;0;I was diagnosed with GAD at 13 and social anxiety by 15. I AM LITERALLY A BALL OF ANXIETY;;;;5.12E+17;https://twitter.com/DeviousRaven/status/511714407605616640
Devisionary21;09/09/2015 15:26;0;0;@Julia_Chaney I have been diagnosed with bipolar, schizoeffective, and severe anxiety and depression. I was just saying it will pass. I know;;@Julia_Chaney;;6.42E+17;https://twitter.com/Devisionary21/status/641513085430206464
devynmallory;06/02/2016 13:09;0;1;I never said I was  diagnosed with anxiety . I said I had an attack, learn the difference.;;;;6.96E+17;https://twitter.com/devynmallory/status/695836639155728384
DiamondAskins;15/01/2016 18:56;0;0;Well,Yesterday, I was diagnosed with ANXIETY , I have no medicine for it, I'm crying alot while I have this ,and when I'm crying no one'sther;;;;6.88E+17;https://twitter.com/DiamondAskins/status/687951551973965824
dianabauman;10/09/2015 21:42;0;0;After two years of living with anxiety ( I was diagnosed with an anxiety disorder) I can freely shout, I am... http:// fb.me/3uT4cuLed;;;;6.42E+17;https://twitter.com/dianabauman/status/641969961221492736
Diante_Talent;15/11/2015 17:54;0;0;Got diagnosed with severe anxiety and severe depression when I was 16 it scared my so much that I've been running from it for 4 years;;;;6.66E+17;https://twitter.com/Diante_Talent/status/665830323217805313
Didrex;18/10/2015 09:35;0;0;Effexor, Trazadone, AND Prazosin?: Good day, all. I was recently diagnosed with general anxiety , and social... http:// bit.ly/1LVJZjc;;;;6.56E+17;https://twitter.com/Didrex/status/655557881467502592
diivgrrl;19/09/2016 12:38;0;0;Art in general is great for the soul. And you take ...  i was diagnosed with social anxiety and depression ... https:// curiouscat.me/diivgrrl/post/ 21494537 ;;;;7.78E+17;https://twitter.com/diivgrrl/status/777728553144061953
diivgrrl;29/11/2015 03:11;11;36;#MentalHealthPosi bc this year I was diagnosed with depression+social anxiety but I won't let it run my life forever pic.twitter.com/uxxB5WpDEu;Vista, CA;;#mentalhealthposi;6.71E+17;https://twitter.com/diivgrrl/status/670681546899091456
DiligentDrew;27/10/2016 13:33;0;0;I'm 25 now but got diagnosed with anxiety OCD when I was 20 and got Xanax after a while to help me but little did I know that I would 1/2;;;;7.92E+17;https://twitter.com/DiligentDrew/status/791513111421259776
dinahjaen;08/09/2015 00:11;0;11;im so grateful for 5H/going to all the concerts i go to because i was diagnosed with severe social anxiety like half a year before 5H came;;;;6.41E+17;https://twitter.com/dinahjaen/status/640920234233360385
dinahtroopexo;24/07/2014 12:49;0;0;I suffer with anxiety and ever since I was diagnosed with depression it hasn't been the best for me;;;;4.92E+17;https://twitter.com/dinahtroopexo/status/492169785866588161
Disfuctionldoll;29/04/2014 12:48;0;0;The last 3 months I was diagnosed with anxiety , hypochondria, and bipolar disorder. Oh on top of that I'm bulimic and have depression! Woooo;;;;4.61E+17;https://twitter.com/Disfuctionldoll/status/461004019968655360
DisillusionedNF;28/05/2016 04:15;0;20;I don't tell anyone this, but last year I was diagnosed with depression (partly bc traumatic loss/changes) & general anxiety .;;;;7.36E+17;https://twitter.com/DisillusionedNF/status/736289867085320193
