"username","text"
"nikkiroseb","When I was 15, I was diagnosed with depression , anxiety, and the beginnings of some type of eating disorder. I've had acne since I was 12."
"NightAtKendalls","@Night4AtHowells 4) I was professionally diagnosed with Generalised Anxiety Disorder and depression back in October 2014"
"itsgrandebitchx","6. I was diagnosed with Anxiety and depression when I was 14 but I was struggling with the symptoms for years before that."
"LinzLovesEugene","@spnbarnes @mk3zombie @Bmy_Guardian I was diagnosed with depression and I struggle with anxiety and add, so we go hand in hand with Joe"
"on_cloudniall","I was so depressed like I fell into this horrible depression for months caused by so many things and I got diagnosed with anxiety"
"RayTay0321","Day 3: although I was diagnosed with severe anxiety/ depression , I am trying to put myself out there to make friends instead of punishing"
"_dream_big_14","@Ashton5SOS Thank you for helping save my life. I was diagnosed with depression and anxiety and I had awful panic attacks. You and the other"
"amber_lasater","@MentalHealthAm @Walgreens I have depression ! I was diagnosed with it a long time ago. I also have anxiety disorders and panic attacks"
"procrustination","like my depression is me my anxiety is me all the shit I was diagnosed with is ME you kno"
"adolther3d","@adolther3d don't know if they feel happy or depressed (i am the latter since i was diagnosed with depression /anxiety,so take it easy)."
"wordsformila","I'm not alone. Since when I was diagnosed with depression and anxiety in 2010 I haven't really felt happy or know what happiness feels-"
"froggythetoad","So I was diagnosed with severe depression and moderate to severe anxiety today so that's cool"
"TarHeelFullback","My name is Emma, when I was 15 I was diagnosed with anxiety, depression and an eating disorder"
"shadesoflarry","My parents mock me bc i was diagnosed with anxiety and depression , they use it as an insult and use it against me to hurt me."
"bunnytwt","today i was diagnosed with not just depression and anxiety but something my psychiatrist called URL instagram.com/p/BGve4gstFPB/"
"S0LV0","Watching IHE's video about depression reminded me that I was diagnosed with an anxiety disorder from a young age and it explains a lot."
"Thelorddisick_","The one thing I hate is when I tell people I was diagnosed with depression /anxiety and I takes pills for it they constantly ask me of I'm ok"
"CrayolasGhetto","I was diagnosed with Asperger's syndrome at 13. Chronic Depression and serve anxiety at 19 https:// twitter.com/thatsjustJax/s tatus/742859569848713217 "
"yoCaroline","years ago, i was diagnosed with severe depression & anxiety. it was so bad to the point i dropped out of school & became homeschooled."
"adlez_best_lez","I had a weird moment at the doctor today when filling out the new patient form and didn't check that I was diagnosed with depression /anxiety"
"sydney_glenn14","@Ashton5SOS @Calum5SOS @Michael5SOS @Luke5SOS wanted to. I was diagnosed with depression and anxiety in feb and I had awful pain attacks"
"tishylou","@NotRollergirl @Telegraph Brilliant article! I was diagnosed with anxiety and depression 5 weeks ago, aged 38 and I am FINALLY getting help."
"venegasbomb","I was diagnosed with depression and anxiety almost two years ago, it hasn't been easy since. It ruined most relationships I had with people"
"Kris_Summ","Earlier this year I was diagnosed with depression and anxiety. This means that every day I URL instagram.com/p/BGiff-ZsUxs/"
"thelindencentre","This week 27 people said on social media that they've been diagnosed with anxiety with depression . I was told same. Who's telling them this?"
"ThatAussieMel","4) I was diagnosed with anxiety and depression when I was 10. I'm in a really good place right now, but still have bad days now and then."
"ChantalB91","@waltsclassics I love you for being so open and honest. I was diagnosed with general anxiety and at times depression hits pretty hard"
"saxbythe1975","2 years ago I was at wwa tour, and exactly 2 years later I get diagnosed with anxiety and depression wow lyf"
"InevitablyRight","I was diagnosed with depression and anxiety disorders, when I threw off the veil of ethnomasochism I have not had episodes/am medicine free."
"wpgne","@lovecats1516 I was first clinically diagnosed with anxiety and depression around the age of 16."
"Miguels028","@ArickaDee well yeah i was diagnosed with depression after that anxiety hit me hard, depression comes n goes now in then and my anxiety scks"
"Chellssseeaa","I was diagnosed with anxiety & depression in the past, so yes it bothers me when people think they have anxiety bc they're an awkward person"
"lizsproutt","I was gonna tell my mom that I want to get diagnosed with depression & anxiety bc I'm tired of living like this but I got to scared !"
"woeitssteph","@woeitssteph and blame depression and anxiety. I was diagnosed with manic depression so like, I get it, but damn dude"
"breasttorture","Gwenn: I think she knew I had been masturbating. Andria: I was diagnosed with depression and anxiety a couple http:// goo.gl/fb/K8d8uN"
"__NeCole","I was diagnosed with depression and anxiety in like 9th grade Wasn't taking my medicine like I was suppose to It had got worse"
"meganKarmstrong","@WaveGodZay I have been where you are. Sometimes i still am. I was diagnosed with anxiety and depression as a kid. Sending love your way."
"AshtinMathewson","I actually spent time in the hospital last year because I was going to kill myself and was ACTUALLY diagnosed with depression and anxiety"
"madisonIray","@Gracier45Gracie i was diagnosed with severe depression and anxiety and now take Cylexa and have therapy, dont tell me about getting help,"
"Icess","Tomorrow will be a one year anniversary for me, Twitterati. I was diagnosed with depression and anxiety. #mentalhealth #mentalillness"
"Priscella143","Wish I was never diagnosed with depression and anxiety. I wish I never had to take meds to make me happy."
"moonlightIxvato","so today i was diagnosed with generalized anxiety, panic disorder and mild depression and it's rlly hit me like"
"DisillusionedNF","I don't tell anyone this, but last year I was diagnosed with depression (partly bc traumatic loss/changes) & general anxiety."
"xfkirsten","@MonicaD18386041 @BadassMomWriter Yep, I know. I was diagnosed with both anxiety and depression . :)"
"floridadoll93","Today I was diagnosed with depression and anxiety. Why am I telling you this? I have no idea. I had to type it. Just to see it in words..."
"alexabecdach","@alexabecdach 5. I was diagnosed with moderately severe depression and anxiety at 14, but high school has made that at least 100x worse lol"
"QueenAwakened","@MsZiggySunshine @FirstGentleman @spiritualpoet_ At one point, I was diagnosed with ADD, anxiety, and chronic low-grade depression ."
"goawaynina","I don't like when ppl pass off my depression /anxiety as a teen thing. It is something I was diagnosed with . I am prescribed medication."
"mexicanahoe","I've had depression all my life but been diagnosed with it when I turned 11. I've had anxiety when I turned 13. And insomnia when I was 10."
"LifeAsAZebra","Zoann Murphy 1. I was diagnosed with Cushing's Syndrome, Asthma, Depression , Anxiety, Fibromyalgia,... http:// fb.me/66DH1YUQ8"
"mandi_dodson","I have suffered from depression and anxiety my entire life. I was recently diagnosed with  URL instagram.com/p/BFmrTn8ghGu/"
"PauleyD","It's #MentalHealthAwarenessWeek and I'm coming out the depression closet. Today I was diagnosed with moderate depression and anxiety."
"houghtonbirder","@BirdTherapy spoke to a psychologist from @MindCharity when i was diagnosed with anxiety/ depression top quality organisation"
"ffeelsfairy","I was diagnosed with OCD at 11, and its comorbid friends, Anxiety and Clinical Depression . I still struggle everyday with this disease."
"JerinaCharles","My relationship helped me recover from anxiety and depression : I was diagnosed with severe depression and anx... http:// bit.ly/205mCMB"
"socialanxietygo","My relationship helped me recover from anxiety and depression : I was diagnosed with severe depression and anx... http:// bit.ly/1OHaiS0"
"altman_evan","Agree with Dr. Weisman's answer to  I was diagnosed with depression and anxiety at age 13. I am now 24 and am having ... - URL"
"_peachyem","ive been diagnosed with anxiety and depression since i was three and i still manage to be as positive as I possibly can. you cant be negati"
"BeautyCreep","@anne_droid_x EXACTLY. I was diagnosed with depression /anxiety in high school & had it right through to Tam times ahahah, but not sure if"
"housewifeswag","I was diagnosed with fibromyalgia in my early 20s. Anxiety, depression my entire life. ED when I was 8. etc. https:// twitter.com/theunrealpeter g/status/731629244514623488 "
"rayjacksnn","You are not alone, I was diagnosed with anxiety and depression last year. We'll get through it! One step at a time https:// twitter.com/nataliciousfun k/status/731541740113399808 "
"trucefordun","So I was diagnosed with social anxiety, anxiety in general, depression and eating disorders. Thanks to 5sos I'm the happiest girl out there+"
"NATIVEXNOAH9","I was diagnosed with severe depression and anxiety today... No fucking shit"
"ccwoodward917","I was only 11 when I was diagnosed with depression and anxiety. It's been a struggle but I'm no longer ashamed. #MentalHealthAwarenessMonth"
"jayberdecia","7 years ago today I was diagnosed with depression & anxiety. made so many improvements I'm proud of myself for real things do get better"
"un_amorrrrrrr1D","""@ColtonLHaynes @EW You're such an inspiration. I was diagnosed with anxiety & depression last year"
"SirCrabMcPinchy","@Takahata101 I was recently diagnosed with anxiety and depression . I can definitely attest to this. Especially after a week in the MHU..."
"justTrashCans","@BlurryTrashCans I was diagnosed with anxiety, not depression _"
"5SosJanoskiann","So let me explain why I was inactive. I was diagnosed with Anxiety Severe Depression And to top it off an eating disorder I'm sorry."
"akidnamedlyssa","Mental illnesses are no joke guys. It sucks, it really does. It will be a year on the 4th since I was diagnosed with depression & anxiety."
"helpmegodhelp","Last time I went to a therapist, I was diagnosed with Generalized Anxiety Disorder and Severe Depression ."
"xvviel_","A few years back I was diagnosed with clinical depression and anxiety. #MentalHealthAwarenessMonth"
"RianSygh","I was diagnosed with clinical depression and an intensive anxiety disorder in 2012, I got help bc I wanted to pursue my career seriously-"
"hannastarr13","yes I was diagnosed with anxiety and depression but no im not going to let that define me, or take over me. I am better than that."
"rebecal_26","so I was diagnosed with anxiety and depression ..."
"hadenough1972","@MindCharity ive been diagnosed with serve pd impulsive behaviour disorder anxiety n depression one time i was borderline criminally insaine"
"Almost_A_Royal","So, #realtalk , I was diagnosed with postpartum anxiety and depression last week. My hubby got me this coloring book pic.twitter.com/2g795u1FlK"
"KyleeRLogan","When I was diagnosed with cancer I developed depression & anxiety. You can't go through so much and expect your brain to feel well. -doc"
"AnOriginalURL","Now that my sister has anxiety/ depression my parents are taking it SOOO much more seriously than when I was diagnosed with both."
"missferox","@sadboypayton I was diagnosed with severe depression and anxiety a while ago, it literally eats away at your happiness."
"maisiealice_","This summer it'll have been 5 years since I was officially diagnosed with chronic depression and anxiety. 5 years of Dr's apps and meds"
"uncensoredmomma","@LifeOfAFurMama This was me years ago when I was diagnosed with depression . Now I have anxiety and terrible panic attacks."
"InkedDadoCda","@edmontonmhac btw I was diagnosed with depression and anxiety/panic attacks in 1999. Recently fibromyalgia and sjogrens syndrom . I Fight!"
"umaruu_","#wheniwas 21 I was diagnosed with depression and anxiety . I had my first panic attack on the subway to work."
"NeoMetcalfe","@runwayinchicago @_Rachel_Clarke @grndlvs #WhenIwas 13 I was diagnosed with depression and anxiety and then bullied for showing emotion."
"wessicajolf","Trying to explain to my parents that I was diagnosed with anxiety and depression is giving me anxiety."
"O2L_Ariana","@TrevorMoran i was diagnosed with depression and anxiety a few years ago and it was just like your experience, can you help me? please,"
"LCC_Counselling","Its been over four years now since I was first diagnosed with anxiety and depression  http:// ow.ly/4mIYLF via @TimetoChange"
"Faded410","@GuTs_Steve dm me I have really bad depression /anxiety that I've been diagnosed with since I was 13 I can help you"
"PittsburghRS","@PittsburghRS this past year I was diagnosed with anxiety & depression which was something I never thought would happen to me"
"endshark","@Sorathus I try to. It's been a while now since I was diagnosed with depression /anxiety disorders so it doesn't scare me anymore."
"megggshep","@samlporter4 1,000x yes. I was diagnosed with severe anxiety/ depression at 11 so people who use it loosely suck tbh"
"ShapuTapu","@CaitiWard_ Glad you're recovering! I was diagnosed with anxiety and depression last year. It's hard to deal with."
"MoshHEAD","@itvthismorning i was diagnosed with depression & anxiety at 10 years old.So good to see Bev trying to lift stigma!"
"xMichelax","@PurpleZebraPant I was diagnosed with depression and social anxiety a couple of months ago, so I'd like to thank you for this blog <3"
"iamfallingtoo","ok. so i feel the need to announce this and i'll kinda explain why afterwards. about a month ago, i was diagnosed with depression + anxiety."
"_thatMDgirl","Jr year sucked ass, that's when I found out I was diagnosed with depression & Anxiety. And looking awkward just didn't help"
"hrenjohn","@LifeAfterLove83 @cher that is sweet. I was diagnosed with depression and anxiety but thankfully I am on meds now but I also agree"
"Earn_Now_99","I was diagnosed with clinical depression and anxiety disorder http:// tinyurl.com/zyzj35d"
"TheSillyS3lina","I don't feel weak&sad for nothing! People trigger it& I was diagnosed with anxiety& depression for health conditions that trigger most of it."
"JessiCanuck","@megjacka I was diagnosed with depression and an anxiety disorder after I had done my own searching and came to the same conclusion."
"AyeTsion","Coming from someone who has depression and yes I was officially diagnosed with depression and anxiety, y'all need to reevaluate"
"BlackPowerPride","I suffered long before I knew what was taking place, until I was was diagnosed with depression , anxiety & OCD."
"sorryversace","I haven't been happy in a year, I was diagnosed with anxiety & depression and the one thing I was looking forward to was taken away from me."
"PURPLEPlLLS","I was diagnosed with depression and anxiety. Hate leaving my bed and being surrounded by people. I know how Justin feels."
"His_Foreverrr","I believe dogs are just as important as any person. Because when I was diagnosed with anxiety and depression , my dog was what saved me"
"kettlewhistlss","@sugawaratxt unsupportive & when I told her I was diagnosed with anxiety & depression she just cried & wouldn't talk to me so whatever."
"xoxoivonnex","@KarolsCorner yessss I was diagnosed with anxiety, depression & agoraphobia. My dad doesn't understand and the only reason my mom does....."
"KarolsCorner","That's when I was diagnosed with anxiety/ depression /OCD/EDNOS and that's when everything started making sense."
"tbhxniamh","@tbhxniamh one more thing, i was diagnosed with depression and social anxiety over 2 years ago so don't you fucking dare tell me that i dont"
"KittyEmm","One year ago today I was diagnosed with severe depression and anxiety, I was referred to a URL instagram.com/p/BDDKiHOLPXo/"
"letossia","Luckily, I was diagnosed with panic disorder, anxiety, and depression in my early teens LUCKILY"
"AlphaSadist","...see it coming. I was diagnosed with anxiety and depression and put on medication. It's come as a complete shock. Today is the first..."
"devildoglovin","#knowyouranon when i was 13 i was diagnosed with clinical depression . When i was 16 i was diagnosed with anxiety."
"lundora","@MaditaOnAir I was only diagnosed with anxiety disorder a year ago, before that it was always just treated as depression and I didn't even.."
"fishgirlfriend","*remembers i was actually (finally) diagnosed with depression /anxiety* oh yeah that happened huh"
"CarlyVan","6 years to this day that I was diagnosed with depression , bi polar disorder and anxiety disorder. But I am still standing. God is good"
"Leigh_zard","@emilywrotethis I told them I was diagnosed with depression and anxiety (which I am). I hope I'm not a match!"
"Ashleigh_Deex","Today I was diagnosed with depression and anxiety, I hate the way I feel and it's becoming to much"
"slfltoured","my favorite song is voodoo doll by 5 seconds of summer. i have anxiety. i was diagnosed with depression a year ago."
"terisaryan","@jarpad my name is Risa I was diagnosed with depression and anxiety when I was 8. To have someone like you showing support has made every..."
"Elsie_I_Reed","Anxiety And Depression , My Biggest Challenge By: Katie DeRaddo I was officially diagnosed with anxiety and... http:// fb.me/7IRk6blvB"
"Ohnoesthefrogs","I was diagnosed with anxiety and depression . I am on medication for it."
"MJHUnderYou","@ladygaga I was diagnosed with depression , anxiety, and mild OCD when I was 11 and TIHTY made me feel like I wasn't alone. Thank you"
"genaths25","When I was young my mother are dead my diagnosed with ADHD problem of anxiety and depression #TillItHappensToYou help me so much @ladygaga"
"Shaun_Phillip","@SaraBareilles yesterday I was diagnosed with anxiety& depression .2day the meaning of ur song 'i didn't plan it'changed & I smiled,Thank you"
"tavery749","@OmarRudberg @thefooomusic I was diagnosed with depression and anxiety and use guys and your music has really helped me so thank you heaps"
"padaleckily","when i was diagnosed with anxiety & depression , and it was the worst year of my life mentally. i would wake up, dreading the day, hating me."
"armitvgehux","in the spirit of full disclosure, i was recently diagnosed with low-grade depression (dysthymia) and an unspecified anxiety disorder."
"turbochicken","In December 2015, I was diagnosed with clinical depression and anxiety disorder. I wasn't URL instagram.com/p/BCMdFwtQiT2/"
"liznxoxo","#4. I was diagnosed with severe anxiety & depression when I was 15 after a huge loss in my life. But I've learned to make the best of it."
"17thirtybae","Guys when I went to Mexico I was fucked up. I came back to the U.S. And was diagnosed with severe anxiety and depression . Idk if I can talk"
"SassyLittleEq","#KnowYourAnon I was diagnosed with Generalized Anxiety Disorder when I was 8, dysthymia (chronic depression ) in high school, & ADHD last yr"
"luciidtrash","I was diagnosed with anxiety and depression too along with an ED. You don't need to prove shit to anybody. https:// twitter.com/httphollaa/sta tus/701647444698910723 "
"UofRC","I never thought Id make it past 18. I was diagnosed with depression and anxiety at the age of 15, and soon after... http:// fb.me/1TvOC4HjN"
"idekbrendan","When I was 16, I was diagnosed with Depression and Anxiety. It was this moment that solidified my hatred of myself for my disorders."
"faIIouttboy","15. i was diagnosed with depression and anxiety last year"
"hisnamewastom","@iExtract @HomeProbably I was diagnosed with depression /anxiety a while back. Took pills, walked around in fog then binned the lot. OK now."
"codeofsiIence","I have been diagnosed with anxiety, depression , and a food disorder ever since I was a kid."
"RaavenWith2As","I was diagnosed with depression in 2012 , so xans really help me out a lot . Other wise anxiety attacks will kick my ass at night smh"
"GAYWEEB","22. i was diagnosed with depression and anxiety in 2014, although still impacted by both, i am in a better place than i was ."
"fanbulance_o","I was just diagnosed with severe anxiety and depression .... And this kinda explains how it feels moderately well... pic.twitter.com/IwVbX3xrEU"
"odetojdm","tw!!!! 1. I was diagnosed with anxiety and depression in 8th grade"
"that1chick11","@JoeyGraceffa I was actually just diagnosed with anxiety/ depression disorder today. I'll give it a try. Thanks love!"
"StuartOsmond","If I had had better support early on,after I was diagnosed with depression and anxiety.I may of been not as worse off as now. #MentalHealth"
"whalecalling","I wouldn't be diagnosed with depression and anxiety if I was okay."
"KittyCormack","Got something from the #dwp today that states that I was diagnosed with ocd, manic depression , anxiety when I was 6. DEFINITELY NOT TRUE."
"LauraHolds28","@jennymarston_xo @TheGirlGangHQ So today I was diagnosed with anxiety & depression - can't explain how much this means to me right now Jenny!"
"MeditationStars","Meditating on vyvanse? via /r/Meditation I was recently diagnosed with depression and anxiety stemming from ADHD. I was put on 40 mg vyvan"
"ceemonster","@sycolution I was officially diagnosed with depression and anxiety though before I stopped therapy there were other diagnosis being (1)"
"Author_ALarge","So, I think some of you know that I struggle with anxiety and depression . But I was also diagnosed with ADD. I'm... http:// fb.me/7Y40LOpcD"
"JRM47R1X","So I was diagnosed with depression /anxiety today. I dont think this should be a silent illness as well as an invisible one. Anyone with me?"
"miss_steele09","I wish I was never diagnosed with anxiety and depression . I'm sick of either feeling nervous or ready to cry every second of the day."
"CrownlessOLLG","I was diagnosed with anxiety same time as depression , I know what it's like to always be scared & worried. I don't want Justin to feel that"
"GospelServ","Knowing the fact that I was diagnosed with Aspergers, OCD, ADD, ADHD, Anxiety,and Depression wont ever affect me being a open air preacher"
"amandawalker247","I was diagnosed with chronic depression and anxiety when I was 14..."
"danielleturtlee","It really ain't necessary to say  I was diagnosed with anxiety and depression disorder"
"ChaoticEmmy","oMG mY AnXIETY is So BAd BC Of ThiS MaTH TEsT ALsO LEt Me TeLL YoU ABouT MY DepRESSioN I waS NEveR DIAgNosED WItH !!!11111"
"htlmp","#timetotalk I was first diagnosed with anxiety and depression early last year, after 3 years struggling to come... http:// fb.me/4mUr8uCIZ"
"M0by_Duck","I was diagnosed with depression & anxiety two years ago. It's not easy living with it but talking about it has always helped #timetotalk"
"AnnaMKnights","I was diagnosed with #anxiety and #depression 7 years ago now...My Recovery Journey http:// bit.ly/1UJYpct #timetotalk @TimetoChange @Reth "
"ScrappyGifts","I have depression and anxiety, conditions that I was diagnosed with in college and remember sufferin http:// pinterest.com/pin/4285463393 2431570/ "
"fishing4cookie","@Thelostmerc my story is the opposite. I was diagnosed with depression first. I got off meds eventually but the anxiety stuck around after."
"ginjagirl16","I was recently diagnosed with reoccurring severe depression with anxiety. I am starting my recovery process. pic.twitter.com/bRD9Unczel"
"allisonapic","@rachelgriffin22 #imnotashamed I've been diagnosed with depression and anxiety since I was 16. I interned on Broadway at 21."
"katyaneedles","I can't believe it's been 6 months since I was diagnosed with depression and anxiety"
"themeatfucker","yesterday, after about 3 weeks in therapy, I was officially diagnosed with anxiety and depression"
"chatlrh","I'm diagnosed with depression , anxiety, and I was diagnosed with anorexia and I still suffer with it :,!! Yep https:// twitter.com/aestheticchoic e/status/691024118129545217 "
"Cait_skeltz","I feel like it's time to tell mum I was diagnosed with anxiety & depression but I'm scared lol"
"Tywizard","#BellLetsTalk I was diagnosed with depression and anxiety when I was 16 and seeing a therapist probably saved my life."
"dangerzoned","5 years ago, I was diagnosed with Social Anxiety Disorder. 4 years ago, I was diagnosed with depression . #BellLetsTalk"
"KelcieCurlee","I was diagnosed with 'anxiety that manifests through depression ' when I was 18. Remember my first attack being in 1st grade. #BellLetsTalk"
"AdaleighK","...didn't work like other people's. I was identified as gifted. I was diagnosed with anxiety, OCD and depression . #BellLetsTalk"
"k_elsayyy","#BellLetsTalk pt. 3 - I myself have. I was diagnosed with anxiety and depression about a year ago but it had been going on much longer than"
"rosebarton234","#BellLetsTalk because I was diagnosed with chronic depression and an anxiety disorder at 14. And 5 years later, I'm still working on it."
"sdburtonn","I was diagnosed with trichotillomania at the age of 12. Diagnosed with depression and anxiety disorder at the age of 15. #BellLetsTalk"
"katinthehat____","I was diagnosed with anxiety and depression at 13 and still struggle with it to this day. #BellLetsTalk"
"satekeaman","Last year after losing my sister I was diagnosed with mild depression and severe anxiety. Each day is a struggle. No one ever #BellLetsTalk"
"texasandtequila","I was diagnosed with anxiety and depression when I was 8 years old. 13 years later and I still struggle with it everyday. #BellLetsTalk"
"xo_brennaalisee","It is taking me alot of courage to put this on social media but about a year ago i was diagnosed with depression and anxiety"
"ADDvocacyCOACH","I was diagnosed with #ADHD #depression and #anxiety in 2009. That day marked my vibrant new life full of hope and #givingback #BellLetsTalk"
"melmuzyczka","I was diagnosed with clinical depression and general anxiety disorder in my late teens. #BellLetsTalk"
"survivorevan","I was diagnosed with depression . Many close to me suffer from depression & anxiety. Brain chemistry is not your fault, get the help you need"
"mandydiak","I was diagnosed with depression , panic, and anxiety disorders. Don't be ashamed to talk about it #BellLetsTalk #EndTheStigma"
"FiercePhoenix7","6 years ago I was diagnosed with anxiety/ depression . I wanted to die. Today I couldn't imagine doing that to loved ones #BellLetsTalk"
"Ryanlapierre","A year ago I hit rock bottom not knowing what to do. A year ago I was diagnosed with depression and anxiety. #BellLetsTalk"
"jennieborgel","6 years ago, this month I was diagnosed with clinical depression and anxiety. Let's end the stigma. It's OK to not be OK. #BellLetsTalk"
"hyeminJohn","#BellLetsTalk b/c I was nervous 3 years ago to tell my parents that I was diagnosed with depression and anxiety"
"sachaleebear","I was diagnosed with depression and generalized anxiety disorder over 10 years ago. It is a struggle...but I'm winning :) #BellLetsTalk"
"macksharpe69","This year I was diagnosed with anxiety and depression , thank you #BellLetsTalk for helping end the stigma around mental illness, it helps"
"shoppingblonde","#BellLetsTalk #EndTheStigma I was asked since being diagnosed with anxiety and depression . What are you depressed about?"
"HellsCatLady","I got diagnosed with anxiety, depression , and OCD when I was 15 after a three week stay in rehab. #BellLetsTalk"
"hilldog69","Almost a year since I was diagnosed with depression and anxiety attacks. Still dealing with it. #BellLetsTalk"
"alannadoucette","#BellLetsTalk because 5 years ago I was diagnosed with severe depression and anxiety and my mother still didn't take me seriously."
"WxRose",". @heylandsberg I was diagnosed with anxiety, mild depression and panic disorder that led to agoraphobia. #BellLetsTaIk #SickNotWeak"
"emmaadamss","#BellLetsTalk about how I was embarrassed of what people would think of me when I was diagnosed with depression and anxiety.. #EndTheStigma"
"HopefulDreamerr","I was never diagnosed with anything, but I feel like I do have a mild form of anxiety and depression . #BellLetsTalk"
"mikeystephens81","At age 16 I was diagnosed with severe ADHD, depression & anxiety. Many of you have helped this fight be easier. Thank you. #BellLetsTalk"
"swanssongcs","#BellLetsTalk I was diagnosed with depression /anxiety when I was 9. Started therapy then medication and have been fully functional for YEARS"
"jessicadigos","#BellLetsTalk I was diagnosed with severe depression and anxiety disorder 5 years ago and seeking for help was the best decision I ever made"
"Theo_Syrette","#BellLetsTaIk I was diagnosed with #depression SAD and anorexia bulimia as a teen. I still struggle with anxiety. I'm loved & I have support"
"jadeedalyy","#bellletstalk because when I began university I was diagnosed with depression and anxiety!!"
"musicisdynamite","I felt so alone when I was diagnosed with anxiety and depression , but you're never alone #BellLetsTalk"
"Auth0ridomini","Growing up, I was diagnosed with depression and social anxiety in the face of my parents divorce and two years in a cast. #BellLetsTalk"
"chantelamato","I was diagnosed with generalized anxiety, social anxiety and depression a few years ago #BellLetsTalk"
"justcallmekanga","This past summer, I was diagnosed with depression , anxiety, and pain. Mental health impacts physical health. And vice versa. #BellLetsTalk"
"im_sofa_kingdom","I was officially diagnosed with  depression with anxiety NOS in December of 2007. #BellLetsTalk"
"a_diddles","I was diagnosed with anxiety and severe depression when I was only 13. You're not alone! #BellLetsTalk"
"DaynaInglis","... #BellLetsTalk I was diagnosed with Generalized Anxiety Disorder and Depression . I was put on medication and told to start counselling..."
"JoslynFeltz_xo","#BellLetsTalk because when I was diagnosed with depression & anxiety 9 years ago it was something to feel ashamed of & not talked about"
"byenaomi1798","#BellLetsTalk I was diagnosed with anxiety and depression about 1.5 years ago. After therapy and medication, I felt I was recovered. I wasnt"
"GarnNB","In third year University I was diagnosed with anxiety and depression . It took me far to long to seek help due to stigma #BellLetsTalk"
"Catvanzyl","Silly, cutesy, strange me was diagnosed with clinical depression and anxiety disorder when I was 17. In treatment 25 years. #BellLetsTalk"
"keirahenricks","I was diagnosed with #anxiety and #depression 14 months ago, but suffered in silence for about 20 years. #BellLetsTalk #EndTheStigma"
"tonidawn_xo","#BellLetsTalk about how I was diagnosed with depression and anxiety in 2011 & still don't even understand my mental illness #endthestigma"
"unapologetiicb_","I was diagnosed with anxiety disorder at 16 & depression at 21, it truly pissed me off when people tell me to calm down or get over it"
"OldAccount__994","I was diagnosed with anxiety and depression a few years ago #BellLetsTalk"
"MichaelaBr8","When I was in middle school, I suffered from severe depression . I was diagnosed with clinical depression and anxiety. #BellLetsTalk"
"sarahdanielle88","@paulina_frank @PBandJenelley_1 I was diagnosed with anxiety and depression I would of done a lot worse then what she did"
"First_Order_Hux","//and the sad thing is some time in June it will be 3 years since I was diagnosed with anxiety and depression"
"IronBeaverFit","Current mood: Low. When I was diagnosed with #anxietydisorder #panicdisorder #depression as a URL instagram.com/p/BAkc2QlrxIR/"
"KlaineBrittana_","Well I was diagnosed with depression and anxiety today. How was everyone else's day?"
"seovlboy","9. i was diagnosed with social anxiety disorder in 7th grade and mild depression that same year."
"LusciousKaleina","@PuppSab Manic depression ? I have depression too which I was diagnosed with as well as anxiety. What is manic depression ?"
"DajahLaneaa","@AugustAlsina early last year I was diagnosed with Anxiety and depression . Still battling with it."
"kashmoneyari","fave you're not, I was diagnosed with anxiety depression two years ago. Its hard af. @augustalsina :/"
"tsukippo","@FionnOnFire I want to tell you that your recent piece was actually godsend. I was diagnosed with depression and anxiety this week and"
"Matau_Awakening","@alphavulpeculae I was diagnosed with depression and anxiety in 2010 for a while nobody including my fam understood Wat I was going through"
"TiaraGrant_","@TiaraGrant_ #3 I was diagnosed with anxiety and depression at 8 years old."
"iamKidrauhl","Sorry for not being on much I was diagnosed with high anxiety and depression . Gotta get this sorted. Much love to you all xx"
"withjoonie","i was diagnosed with depression and anxiety a while ago and ive dealt with those for a few years and things have been rough but"
"SarahEHoll","@BryndenBFish I mean, the other major thing in my 20s/30s is that in my teens I was diagnosed with depression . 20s, depression and anxiety"
"teddy_bopper","She was like I've been diagnosed with anxiety and depression when I was 5"
"Nikkles91","@imHamsterpie Without going too far into it, I was diagnosed with clinical depression and my anxiety levels cause problems similar to (1/2)"
"heyitsri_","In #2015 I was diagnosed with anxiety and depression"
"makeupleoneshka","This video means so much too me! I was diagnosed with depression , anxiety & OCD. I feel like my head its gonna exploded! @MeghanRienks"
"wawashaffi","@terrynuriman erm idk few years back, I was diagnosed with depression and anxiety..."
"pumpkinkurt","1) got diagnosed with depression & anxiety 2) figured out i was ace 3) actually told someone i was ace (thx emma)"
"makedamnsures","i was first diagnosed with depression and anxiety in middle school although i feel like it really began in my later yrs of elementary school"
"io_superare","I was diagnosed with Generalized Anxiety, Depression , OCD, and Panic Disorder in 2012. In four months, I was put on over seven medications."
"HelpfulMorm","A while back I was diagnosed with Anxiety, Depression , and Suicidal Ideation."
"Ruebi_LHB","@dorkfaceblog I was diagnosed with Anxiety & Depression a few months ago ... That's been interesting to adapt to! #girlgang"
"cldunsmore","@ccollegehelpers hi! Over the summer I was diagnosed with depression and anxiety myself. My main advice is to use the school's resources"
"Joetheshow14","While I was there I was diagnosed with both severe depression and anxiety. Mental health has such a bad stigma in the Christian community"
"skylervmiller","@QueenCaitlin I completely agree. I was diagnosed with ADHD 2 months ago and have anxiety/ depression and have a 4.0. It's just determination"
